15:00	招商轮船	5.56/3038	
15:00	中海集运	4.19/7064	
15:00	中国石化	5.00/10112	
14:59	中国远洋	5.34/4277	
14:59	招商轮船	5.56/4100	
14:59	中国建筑	7.37/3054	
14:59	实达集团	19.30/2817	
14:59	南京银行	10.42/4291	
14:59	中国中冶	4.40/3476	
14:59	中国一重	5.91/3198	
14:59	招商轮船	5.52/11319	
14:59	中海集运	4.19/5024	
14:59	国投电力	6.71/6601	
14:59	中国铁建	11.01/3266	
14:59	中国建筑	7.37/20660	
14:59	海通证券	15.94/10201	
14:59	迪马股份	6.93/4027	
14:59	凌钢股份	2.62/6432	
14:59	山东钢铁	2.47/4000	
14:59	迪马股份	6.92/4135	
14:59	中国石化	5.00/3154	
14:59	方正科技	5.13/4179	
14:59	中国重工	6.80/7675	
14:59	招商轮船	5.46/3295	
14:59	武汉控股	11.65/3149	
14:58	东方航空	6.60/3054	
14:58	紫金矿业	3.23/3870	
14:58	中国重工	6.80/8199	
14:58	招商轮船	5.46/4325	
14:58	中国一重	5.90/3661	
14:58	中国建筑	7.37/9429	
14:58	博汇纸业	3.54/4000	
14:58	青松建化	4.45/3626	
14:58	中国重工	6.80/8300	
14:58	中国建筑	7.37/5518	
14:58	中航资本	6.66/3858	
14:58	中海集运	4.18/6002	
14:58	中国建筑	7.37/6251	
14:58	中国重工	6.80/5078	
14:58	中国石化	5.00/10041	
14:57	中国银行	3.39/7840	
14:57	招商轮船	5.46/4275	
14:57	廊坊发展	29.45/1760	
14:57	信达地产	7.52/3024	
14:57	招商轮船	5.46/4419	
14:57	中国建筑	7.36/3105	
14:57	中国石油	7.35/8187	
14:57	酒钢宏兴	2.65/4834	
14:57	招商轮船	5.46/10186	
14:57	中国建筑	7.37/8165	
14:57	中国建筑	7.37/5829	
14:57	中国中铁	8.99/8602	
14:56	招商轮船	5.45/5081	
14:56	华锐风电	2.70/3659	
14:56	平潭发展	7.83/3010	
14:56	中国铝业	3.87/3872	
14:56	太平洋	5.18/5179	
14:56	天润数娱	14.10/3015	
14:56	中国中铁	9.01/10473	
14:56	中国建筑	7.37/14029	
14:56	中国重工	6.80/3824	
14:56	招商轮船	5.43/11284	
14:56	方大化工	15.30/3015	
14:56	通裕重工	3.52/4834	
14:56	申万宏源	6.39/4660	
14:56	格力电器	22.40/4051	
14:56	通裕重工	3.52/3413	
14:56	海航创新	6.98/3232	
14:56	中国建筑	7.37/6541	
14:56	隧道股份	10.23/5124	
14:56	中海集运	4.16/5236	
14:56	中国核电	6.84/3215	
14:56	远兴能源	3.21/3054	
14:56	中国铁建	11.02/5518	
14:56	中国建筑	7.37/3246	
14:56	中国重工	6.80/3087	
14:56	海润光伏	2.42/5974	
14:56	京东方Ａ	2.49/3032	
14:55	中国中冶	4.40/3558	
14:55	君正集团	5.16/3405	
14:55	远兴能源	3.21/4035	
14:55	国中水务	6.30/3068	
14:55	福建金森	34.00/1657	
14:55	洪涛股份	9.60/4018	
14:55	国民技术	19.18/2713	
14:55	中国铁建	11.01/3131	
14:55	栖霞建设	5.38/4550	
14:55	平潭发展	7.85/3357	
14:55	中化国际	10.53/3514	
