                  20161014 世联行 (002285)
 时间	    价格	    成交	笔数	
11:10	    8.54	       3	2	S	
11:10	    8.54	      54	6	S	
11:10	    8.54	      76	6	B	
11:10	    8.54	     496	4	B	
11:10	    8.54	      19	1	S	
11:10	    8.55	       6	3	B	
11:10	    8.54	      20	1	S	
11:10	    8.54	      20	1	S	
11:10	    8.55	      78	6	B	
11:10	    8.55	      42	5	B	
11:10	    8.54	      81	4	S	
11:10	    8.55	      69	8	B	
11:10	    8.55	       9	1	S	
11:11	    8.54	     150	9	S	
11:11	    8.55	      47	2	S	
11:11	    8.56	       8	2	B	
11:11	    8.55	      25	6	S	
11:11	    8.56	       2	1	B	
11:11	    8.56	      12	2	B	
11:11	    8.55	      68	6	S	
11:11	    8.55	      20	1	B	
11:11	    8.56	      29	3	B	
11:11	    8.56	      50	1	B	
11:11	    8.55	      13	2	S	
11:11	    8.55	      20	1	S	
11:11	    8.56	      66	5	B	
11:11	    8.56	       9	3	B	
11:11	    8.56	     100	5	B	
11:11	    8.56	      30	6	B	
11:11	    8.58	      15	5	B	
11:12	    8.56	      82	2	S	
11:12	    8.58	     200	2	B	
11:12	    8.56	      28	5	S	
11:12	    8.57	       1	1	B	
11:12	    8.57	     282	17	B	
11:12	    8.57	       3	2	B	
11:12	    8.57	      15	2	B	
11:12	    8.57	      62	5	B	
11:12	    8.56	      74	7	
11:12	    8.56	      31	2	B	
11:12	    8.56	       7	1	S	
11:12	    8.56	      10	1	S	
11:12	    8.56	      21	3	S	
11:12	    8.56	      80	5	B	
11:12	    8.56	      35	3	S	
11:12	    8.56	      20	1	S	
11:12	    8.56	      98	3	S	
11:12	    8.55	     114	5	S	
11:13	    8.56	      10	1	B	
11:13	    8.56	     257	4	B	
11:13	    8.57	     401	3	B	
11:13	    8.55	     409	16	S	
11:13	    8.56	      19	4	
11:13	    8.56	       8	2	B	
11:13	    8.56	      10	1	B	
11:13	    8.54	      30	2	S	
11:13	    8.55	      17	2	S	
11:13	    8.56	      61	3	B	
11:13	    8.55	     100	3	S	
11:13	    8.55	      16	3	S	
11:13	    8.56	      25	2	B	
11:13	    8.56	      10	2	B	
11:13	    8.56	      77	2	B	
11:13	    8.56	      70	2	S	
11:14	    8.56	       2	1	S	
11:14	    8.57	      42	2	B	
11:14	    8.56	      23	3	S	
11:14	    8.57	      26	5	B	
11:14	    8.57	       2	1	B	
11:14	    8.57	     149	4	B	
11:14	    8.56	      39	2	S	
11:14	    8.56	      74	2	S	
11:14	    8.57	      23	3	B	
11:14	    8.57	     151	2	B	
11:14	    8.58	       2	1	B	
11:14	    8.58	     119	3	B	
11:14	    8.57	       1	1	S	
11:14	    8.57	      44	7	S	
11:14	    8.57	      19	3	B	
11:14	    8.57	      17	2	B	
11:15	    8.57	      15	1	B	
11:15	    8.57	       4	1	B	
11:15	    8.57	       7	3	B	
11:15	    8.57	       7	1	S	
11:15	    8.57	     181	4	S	
11:15	    8.58	      13	3	B	
11:15	    8.57	      20	1	S	
11:15	    8.58	     349	10	B	
11:15	    8.58	      15	4	S	
11:15	    8.58	      82	3	S	
11:15	    8.58	     156	3	B	
11:15	    8.58	     115	7	B	
11:15	    8.58	      75	1	S	
11:15	    8.58	      26	3	S	
11:15	    8.60	     112	9	B	
11:16	    8.59	      19	2	S	
11:16	    8.60	      20	3	B	
11:16	    8.60	       2	1	B	
11:16	    8.60	       3	1	B	
11:16	    8.60	       6	3	B	
11:16	    8.60	      52	2	B	
11:16	    8.60	     304	8	B	
11:16	    8.60	       3	1	B	
11:16	    8.59	      12	2	S	
11:16	    8.59	      26	3	S	
11:16	    8.60	      20	1	B	
11:16	    8.60	       2	1	B	
11:16	    8.59	      95	4	S	
11:16	    8.59	      11	2	S	
11:16	    8.59	     100	3	S	
11:16	    8.60	       2	1	B	
11:16	    8.59	       2	1	S	
11:17	    8.60	      36	6	B	
11:17	    8.60	       2	1	B	
11:17	    8.60	      67	4	B	
11:17	    8.59	      14	1	B	
11:17	    8.59	       2	1	B	
11:17	    8.59	       5	1	B	
11:17	    8.59	      27	3	B	
11:17	    8.58	       1	1	S	
11:17	    8.59	       5	1	B	
11:17	    8.59	      10	1	B	
11:17	    8.58	      15	3	S	
11:17	    8.59	      28	2	B	
11:17	    8.59	       1	1	B	
11:17	    8.59	      10	1	B	
11:17	    8.58	     487	1	S	
11:18	    8.58	      18	1	S	
11:18	    8.58	      15	2	S	
11:18	    8.58	     350	10	S	
11:18	    8.59	      18	2	B	
11:18	    8.58	      57	4	S	
11:18	    8.59	      83	9	B	
11:18	    8.58	     260	4	S	
11:18	    8.58	      46	1	S	
11:18	    8.58	     119	2	S	
11:18	    8.58	       3	1	S	
11:18	    8.58	     116	2	S	
11:18	    8.58	      10	1	S	
11:18	    8.59	      14	1	B	
11:18	    8.59	      25	3	B	
11:18	    8.58	      15	1	S	
11:19	    8.58	       5	1	S	
11:19	    8.58	      24	1	S	
11:19	    8.59	      42	4	B	
11:19	    8.59	      14	3	B	
11:19	    8.58	     628	11	S	
11:19	    8.58	      26	2	B	
11:19	    8.58	      50	2	B	
11:19	    8.58	      10	1	B	
11:19	    8.57	      10	2	S	
11:19	    8.58	      46	3	B	
11:19	    8.57	     425	11	S	
11:19	    8.57	       2	1	B	
11:19	    8.57	      23	1	B	
11:19	    8.57	      15	1	B	
11:19	    8.56	      75	2	S	
11:19	    8.56	      66	4	S	
11:19	    8.58	     323	11	B	
11:20	    8.56	     133	4	S	
11:20	    8.56	      50	3	S	
11:20	    8.56	      83	3	S	
11:20	    8.56	      55	3	S	
11:20	    8.57	     128	8	B	
11:20	    8.57	      25	2	B	
11:20	    8.56	     102	4	S	
11:20	    8.56	      12	2	S	
11:20	    8.56	      40	1	S	
11:20	    8.57	       2	1	B	
11:20	    8.57	      62	3	B	
11:20	    8.57	      29	3	B	
11:20	    8.56	      69	3	S	
11:20	    8.56	      50	2	S	
11:20	    8.57	       1	1	B	
11:20	    8.57	      59	3	B	
11:20	    8.56	      50	3	S	
11:21	    8.57	      21	4	B	
11:21	    8.57	      86	6	B	
11:21	    8.57	      38	5	B	
11:21	    8.57	      61	5	B	
11:21	    8.56	      19	3	S	
11:21	    8.56	      54	6	S	
11:21	    8.57	      14	2	B	
11:21	    8.56	      18	5	S	
11:21	    8.57	      57	10	B	
11:21	    8.56	     414	7	S	
11:21	    8.56	     137	4	S	
11:21	    8.56	      72	6	S	
11:21	    8.56	      77	8	S	
11:21	    8.56	      51	2	B	
11:21	    8.57	      30	3	B	
11:21	    8.56	      51	3	S	
11:21	    8.56	      40	2	S	
11:22	    8.57	      41	3	B	
11:22	    8.56	       6	2	S	
11:22	    8.57	      93	7	B	
11:22	    8.57	      41	3	S	
11:22	    8.57	      20	2	S	
11:22	    8.58	       3	1	B	
11:22	    8.58	      15	3	B	
11:22	    8.58	      22	1	B	
11:22	    8.57	      74	2	S	
11:22	    8.57	      30	3	S	
11:22	    8.57	      10	1	S	
11:22	    8.57	       7	3	S	
11:22	    8.58	     152	8	B	
11:22	    8.57	      19	2	S	
11:22	    8.57	      15	2	B	
11:23	    8.57	      77	5	B	
11:23	    8.58	      14	1	B	
11:23	    8.58	      82	4	B	
11:23	    8.57	      32	2	S	
11:23	    8.57	      49	2	S	
11:23	    8.57	       2	1	S	
11:23	    8.57	      44	3	S	
11:23	    8.58	      14	2	B	
11:23	    8.57	      20	2	S	
11:23	    8.57	       2	1	S	
11:23	    8.58	       2	1	B	
11:23	    8.56	    2074	16	S	
11:23	    8.56	      41	3	B	
11:23	    8.55	     109	11	S	
11:23	    8.56	       4	1	B	
11:23	    8.55	     129	13	S	
11:23	    8.54	     150	5	S	
11:23	    8.54	     315	15	S	
11:23	    8.54	      14	3	S	
11:24	    8.53	      95	6	S	
11:24	    8.53	     212	9	S	
11:24	    8.53	     100	11	S	
11:24	    8.52	      78	7	S	
11:24	    8.53	      36	4	B	
11:24	    8.52	     109	7	S	
11:24	    8.53	       2	1	B	
11:24	    8.53	     168	10	B	
11:24	    8.53	      43	2	S	
11:24	    8.53	      33	2	S	
11:24	    8.53	      41	6	S	
11:24	    8.53	      43	8	B	
11:24	    8.52	      33	4	S	
11:24	    8.52	     544	17	S	
11:24	    8.53	      44	3	
11:24	    8.53	      42	4	B	
11:24	    8.53	       2	1	S	
11:25	    8.53	      12	3	S	
11:25	    8.53	       4	1	S	
11:25	    8.53	       1	1	S	
11:25	    8.54	      15	2	B	
11:25	    8.54	     326	10	B	
11:25	    8.54	      30	4	S	
11:25	    8.55	       3	1	B	
11:25	    8.54	      15	2	S	
11:25	    8.54	      17	2	S	
11:25	    8.54	      38	4	S	
11:25	    8.54	       2	2	S	
11:25	    8.55	      72	6	B	
11:25	    8.54	     228	8	S	
11:25	    8.54	       1	1	B	
11:25	    8.54	      11	4	B	
11:25	    8.54	      23	3	B	
11:25	    8.54	      38	4	B	
11:25	    8.54	       2	1	S	
11:25	    8.54	     153	5	B	
11:26	    8.54	      56	3	S	
11:26	    8.54	      73	5	S	
11:26	    8.53	     163	14	S	
11:26	    8.55	      11	4	B	
11:26	    8.55	       4	2	B	
11:26	    8.54	     219	9	S	
11:26	    8.53	      75	6	S	
11:26	    8.54	      27	6	B	
11:26	    8.54	      19	1	S	
11:26	    8.54	      31	5	S	
11:26	    8.56	      97	8	B	
11:26	    8.55	      14	2	B	
11:26	    8.54	      14	2	S	
11:26	    8.54	      42	4	S	
11:27	    8.54	     200	3	S	
11:27	    8.54	       2	1	S	
11:27	    8.55	      41	6	B	
11:27	    8.54	      87	2	S	
11:27	    8.55	     180	7	B	
11:27	    8.55	      10	2	B	
11:27	    8.54	      93	12	S	
11:27	    8.54	      10	2	S	
11:27	    8.54	      15	1	B	
11:27	    8.54	       1	1	B	
11:27	    8.54	      17	3	B	
11:27	    8.54	      32	2	B	
11:27	    8.54	      83	3	B	
11:27	    8.54	      72	3	B	
11:27	    8.54	      24	4	B	
11:27	    8.54	      38	4	B	
11:27	    8.54	     156	5	B	
11:27	    8.54	      60	8	B	
11:27	    8.54	     202	4	B	
11:28	    8.54	      20	1	S	
11:28	    8.55	       5	1	B	
11:28	    8.54	      74	4	S	
11:28	    8.54	     260	7	S	
11:28	    8.55	       9	3	B	
11:28	    8.55	       9	1	B	
11:28	    8.54	      40	4	S	
11:28	    8.55	      20	1	B	
11:28	    8.55	       5	1	B	
11:28	    8.55	     200	5	B	
11:28	    8.55	       4	1	B	
11:28	    8.54	      64	4	S	
11:28	    8.54	     117	3	B	
11:28	    8.53	      12	1	S	
11:28	    8.53	     229	15	S	
11:28	    8.53	       4	1	B	
11:28	    8.53	       1	1	B	
11:29	    8.52	      11	3	S	
11:29	    8.53	      27	3	B	
11:29	    8.53	       2	1	B	
11:29	    8.52	     150	8	S	
11:29	    8.52	      10	2	S	
11:29	    8.53	      68	4	B	
11:29	    8.53	       6	2	B	
11:29	    8.53	      39	5	B	
11:29	    8.52	      96	5	S	
11:29	    8.52	      36	3	S	
11:29	    8.53	       7	3	
11:29	    8.52	     163	4	S	
11:29	    8.53	       7	2	S	
11:29	    8.54	      15	1	B	
11:29	    8.53	      17	3	S	
11:30	    8.53	      20	3	S	
13:00	    8.54	     733	69	B	
13:00	    8.54	      92	9	S	
13:00	    8.55	      26	1	B	
13:00	    8.55	      14	1	B	
13:00	    8.55	      32	1	B	
13:00	    8.54	       1	1	S	
13:00	    8.54	      15	1	S	
13:00	    8.55	      30	1	B	
13:00	    8.54	     100	7	S	
13:01	    8.55	      10	1	B	
13:01	    8.55	     121	6	B	
13:01	    8.55	      10	1	S	
13:01	    8.56	      14	1	B	
13:01	    8.57	      70	6	B	
13:01	    8.57	      12	3	B	
13:01	    8.55	      62	3	S	
13:01	    8.55	      10	1	B	
13:01	    8.55	      60	6	B	
13:01	    8.55	       6	2	B	
13:01	    8.54	      20	4	S	
13:01	    8.54	     191	8	S	
13:01	    8.55	     994	2	B	
13:02	    8.54	       5	2	
13:02	    8.55	      46	4	B	
13:02	    8.54	       8	2	S	
13:02	    8.54	       6	2	S	
13:02	    8.55	      37	2	B	
13:02	    8.54	      20	2	S	
13:02	    8.55	       4	1	B	
13:02	    8.54	       1	1	S	
13:02	    8.55	       2	1	B	
13:02	    8.55	      15	1	B	
13:02	    8.55	      11	2	B	
13:02	    8.56	      66	3	B	
13:02	    8.55	      10	1	B	
13:02	    8.55	      15	1	B	
13:03	    8.54	       6	2	S	
13:03	    8.55	      11	4	B	
13:03	    8.55	       8	3	S	
13:03	    8.55	       3	1	B	
13:03	    8.55	       7	1	B	
13:03	    8.56	       2	2	B	
13:03	    8.55	      11	3	S	
13:03	    8.56	      25	4	B	
13:03	    8.56	      10	1	B	
13:03	    8.56	      12	2	B	
13:03	    8.56	      31	1	B	
13:04	    8.56	      18	1	B	
13:04	    8.56	       8	1	B	
13:04	    8.56	      15	1	B	
13:04	    8.56	      15	2	B	
13:04	    8.56	      40	2	B	
13:04	    8.56	      17	3	B	
13:04	    8.56	       4	1	B	
13:04	    8.56	       4	2	B	
13:04	    8.56	      26	2	S	
13:04	    8.56	      10	1	S	
13:04	    8.56	      58	8	S	
13:04	    8.56	       4	1	S	
13:04	    8.56	       6	2	S	
13:04	    8.56	      58	6	B	
13:05	    8.56	      11	2	B	
13:05	    8.57	      36	2	B	
13:05	    8.56	      21	2	S	
13:05	    8.57	       3	1	B	
13:05	    8.57	       5	1	B	
13:05	    8.56	      10	1	S	
13:05	    8.57	      46	4	B	
13:05	    8.57	     198	2	B	
13:05	    8.57	      26	3	B	
13:05	    8.57	      20	1	B	
13:05	    8.56	       3	1	S	
13:05	    8.56	      21	1	S	
13:05	    8.56	      53	4	S	
13:05	    8.56	      39	8	S	
13:06	    8.56	      28	2	B	
13:06	    8.57	      22	4	B	
13:06	    8.57	      10	1	S	
13:06	    8.56	      71	5	S	
13:06	    8.56	      31	1	B	
13:06	    8.56	       9	2	B	
13:06	    8.56	     120	3	B	
13:06	    8.57	      64	3	B	
13:06	    8.56	      10	1	S	
13:06	    8.57	       5	2	B	
13:07	    8.58	      87	7	B	
13:07	    8.57	     100	2	S	
13:07	    8.58	      16	2	B	
13:07	    8.58	      49	2	B	
13:07	    8.58	       6	2	B	
13:07	    8.58	      15	1	B	
13:07	    8.58	      60	2	B	
13:07	    8.58	      28	5	B	
13:07	    8.57	      94	5	S	
13:07	    8.59	      50	3	B	
13:07	    8.59	      18	1	B	
13:08	    8.59	      49	1	B	
13:08	    8.59	      55	3	B	
13:08	    8.58	      23	5	S	
13:08	    8.59	      32	2	B	
13:08	    8.59	      15	1	B	
13:08	    8.59	       3	1	B	
13:08	    8.58	       6	2	S	
13:08	    8.58	       1	1	S	
13:08	    8.58	      25	5	S	
13:08	    8.58	      18	2	S	
13:08	    8.58	      69	5	S	
13:09	    8.58	       4	1	B	
13:09	    8.58	       1	1	B	
13:09	    8.58	      13	1	B	
13:09	    8.58	      25	2	B	
13:09	    8.58	      57	6	B	
13:09	    8.59	      10	1	B	
13:09	    8.58	       7	1	S	
13:09	    8.58	       5	1	S	
13:09	    8.59	      14	1	B	
13:09	    8.58	       5	1	S	
13:09	    8.59	      32	2	B	
13:09	    8.59	       2	1	B	
13:09	    8.59	       3	1	B	
13:09	    8.59	      20	1	B	
13:09	    8.59	      13	1	B	
13:10	    8.59	       8	1	B	
13:10	    8.58	      19	1	S	
13:10	    8.58	       1	1	S	
13:10	    8.59	      12	1	B	
13:10	    8.59	       1	1	B	
13:10	    8.59	       2	1	B	
13:10	    8.59	      10	1	B	
13:10	    8.58	       1	1	S	
13:10	    8.59	      16	2	B	
13:10	    8.59	      27	2	B	
13:11	    8.59	      18	2	B	
13:11	    8.58	     202	14	S	
13:11	    8.59	      26	8	B	
13:11	    8.58	       6	1	S	
13:11	    8.58	       4	1	B	
13:11	    8.59	       5	1	B	
13:11	    8.59	      25	3	B	
13:11	    8.58	      36	4	S	
13:11	    8.57	      64	5	S	
13:11	    8.58	      32	3	B	
13:11	    8.56	    1286	37	S	
13:11	    8.56	       6	1	B	
13:11	    8.56	       8	1	B	
13:12	    8.56	      47	4	B	
13:12	    8.56	      52	3	B	
13:12	    8.55	       1	1	S	
13:12	    8.56	       3	1	B	
13:12	    8.55	       4	1	S	
13:12	    8.55	       1	2	S	
13:12	    8.56	      30	1	B	
13:12	    8.56	       2	1	B	
13:12	    8.56	      40	1	B	
13:12	    8.56	       3	1	B	
13:12	    8.55	      38	7	S	
13:12	    8.56	      84	9	B	
13:12	    8.56	      55	5	B	
13:13	    8.56	       2	1	B	
13:13	    8.56	      50	2	B	
13:13	    8.55	       8	2	S	
13:13	    8.55	      49	4	S	
13:13	    8.56	      12	2	B	
13:13	    8.55	      34	5	S	
13:13	    8.56	       1	1	B	
13:13	    8.56	       5	1	B	
13:13	    8.55	       2	1	S	
13:13	    8.55	      26	4	S	
13:13	    8.56	       3	2	B	
13:13	    8.55	      19	1	S	
13:14	    8.56	       2	1	B	
13:14	    8.55	      11	1	S	
13:14	    8.56	     500	9	B	
13:14	    8.56	      15	2	B	
13:14	    8.55	      36	2	S	
13:14	    8.56	       1	1	B	
13:14	    8.57	      16	1	B	
13:14	    8.56	       4	1	S	
13:14	    8.56	       1	1	S	
13:14	    8.56	      16	1	S	
13:14	    8.57	      15	2	B	
13:14	    8.56	      28	1	S	
13:15	    8.57	       2	1	B	
13:15	    8.56	       1	1	S	
13:15	    8.56	     200	11	S	
13:15	    8.56	      11	2	B	
13:15	    8.56	      16	3	B	
13:15	    8.56	       9	2	B	
13:15	    8.56	      22	1	B	
13:15	    8.56	      60	2	B	
13:15	    8.56	     175	1	B	
13:15	    8.56	      15	1	B	
13:15	    8.56	      12	2	B	
13:15	    8.56	       7	2	B	
13:15	    8.56	      31	2	B	
13:16	    8.55	      41	3	S	
13:16	    8.56	      40	1	B	
13:16	    8.56	       3	1	B	
13:16	    8.55	     145	2	S	
13:16	    8.56	       8	2	B	
13:16	    8.56	      15	1	B	
13:16	    8.56	      11	2	B	
13:16	    8.55	      52	2	S	
13:16	    8.56	     111	6	B	
13:16	    8.55	      50	4	S	
13:16	    8.55	       1	1	S	
13:16	    8.56	       5	3	B	
13:16	    8.55	     120	12	S	
13:16	    8.55	      65	4	S	
13:17	    8.56	     458	15	B	
13:17	    8.56	      16	2	S	
13:17	    8.56	     142	10	S	
13:17	    8.56	       1	1	S	
13:17	    8.57	       8	2	B	
13:17	    8.58	       4	2	B	
13:17	    8.58	      10	2	B	
13:17	    8.57	       8	2	S	
13:18	    8.57	       7	1	B	
13:18	    8.56	      10	1	S	
13:18	    8.56	     528	19	S	
13:18	    8.57	       1	1	B	
13:18	    8.56	      16	3	S	
13:18	    8.56	       8	3	B	
13:18	    8.56	       2	1	S	
13:19	    8.55	       5	4	S	
13:19	    8.56	      21	4	B	
13:19	    8.55	     102	7	S	
13:19	    8.55	      93	7	S	
13:19	    8.55	      13	3	S	
13:19	    8.55	       5	1	B	
13:19	    8.54	      10	2	S	
13:19	    8.54	      11	1	S	
13:19	    8.55	      30	3	B	
13:19	    8.55	       8	1	S	
13:19	    8.56	       2	1	B	
13:19	    8.56	       3	1	B	
13:19	    8.56	      84	3	B	
13:19	    8.55	      80	2	S	
13:20	    8.56	       1	1	B	
13:20	    8.55	      20	1	S	
13:20	    8.57	     550	14	B	
13:20	    8.55	      12	3	S	
13:20	    8.55	       1	1	S	
13:20	    8.56	       2	1	S	
13:20	    8.55	       1	1	S	
13:20	    8.56	       2	1	B	
13:20	    8.58	      15	4	B	
13:20	    8.57	       2	1	S	
13:20	    8.56	     138	5	S	
13:20	    8.55	     202	2	S	
13:21	    8.56	      15	1	B	
13:21	    8.56	     263	3	B	
13:21	    8.56	      20	1	S	
13:21	    8.57	      15	2	B	
13:21	    8.56	       7	1	S	
13:21	    8.57	       1	1	B	
13:21	    8.57	      16	3	B	
13:21	    8.57	      44	3	B	
13:21	    8.57	       1	1	S	
13:22	    8.57	      31	4	S	
13:22	    8.57	      36	2	S	
13:22	    8.56	      50	2	S	
13:22	    8.57	      31	2	B	
13:22	    8.56	      19	1	S	
13:22	    8.57	      12	2	B	
13:22	    8.57	      15	1	B	
13:22	    8.57	      20	1	B	
13:22	    8.57	      38	3	B	
13:22	    8.56	       3	2	S	
13:22	    8.56	      39	4	S	
13:22	    8.56	       5	1	S	
13:22	    8.57	      32	3	B	
13:22	    8.57	      40	3	B	
13:23	    8.57	       5	3	B	
13:23	    8.57	       5	2	B	
13:23	    8.57	      16	2	B	
13:23	    8.57	       1	1	S	
13:23	    8.58	     209	4	B	
13:23	    8.57	       3	1	S	
13:23	    8.56	      63	4	S	
13:23	    8.58	      15	2	B	
13:23	    8.57	      10	1	B	
13:23	    8.57	       1	1	S	
13:23	    8.57	      98	3	S	
13:23	    8.57	       8	1	B	
13:23	    8.57	      12	1	B	
13:23	    8.57	      76	1	B	
13:23	    8.57	      88	3	B	
13:23	    8.57	      20	1	B	
13:23	    8.57	      18	2	B	
13:24	    8.57	      10	2	B	
13:24	    8.56	       2	1	S	
13:24	    8.56	     164	12	S	
13:24	    8.57	      16	2	B	
13:24	    8.56	     200	6	S	
13:24	    8.56	      30	1	S	
13:24	    8.57	      15	5	B	
13:24	    8.57	       7	1	B	
13:24	    8.57	      15	3	B	
13:24	    8.56	      87	3	S	
13:24	    8.57	      14	1	B	
13:24	    8.56	      10	3	S	
13:25	    8.57	      52	1	B	
13:25	    8.56	      34	5	S	
13:25	    8.56	      53	3	S	
13:25	    8.57	      86	5	B	
13:25	    8.57	      94	7	B	
13:25	    8.56	      13	2	S	
13:25	    8.56	      20	3	S	
13:25	    8.56	      21	2	S	
13:25	    8.57	      15	1	B	
13:25	    8.56	      13	1	S	
13:25	    8.57	      50	1	B	
13:25	    8.57	       9	2	B	
13:25	    8.57	       1	1	B	
13:26	    8.57	      20	1	B	
13:26	    8.57	       9	2	B	
13:26	    8.57	      10	3	B	
13:26	    8.57	      11	2	B	
13:26	    8.56	     130	11	S	
13:26	    8.57	      10	2	B	
13:26	    8.57	      25	3	B	
13:26	    8.57	      82	4	B	
13:26	    8.57	      10	2	B	
13:26	    8.56	     435	10	S	
13:26	    8.56	       3	1	B	
13:26	    8.56	       9	2	B	
13:26	    8.56	      42	5	B	
13:26	    8.56	      11	1	B	
13:27	    8.57	       8	1	B	
13:27	    8.56	      83	5	S	
13:27	    8.57	      47	4	B	
13:27	    8.57	       6	1	S	
13:27	    8.57	       6	1	S	
13:27	    8.57	     108	4	S	
13:27	    8.58	      15	1	B	
13:27	    8.56	     123	7	S	
13:27	    8.57	      11	1	B	
13:27	    8.57	     100	1	B	
13:27	    8.57	       9	2	B	
13:27	    8.57	      15	2	B	
13:27	    8.57	       5	1	B	
13:27	    8.57	      14	1	B	
13:27	    8.57	      20	2	B	
13:28	    8.56	      60	1	S	
13:28	    8.55	     654	20	S	
13:28	    8.57	      58	2	B	
13:28	    8.55	      42	3	S	
13:28	    8.56	      23	1	B	
13:28	    8.57	      36	2	B	
13:28	    8.57	      15	1	B	
13:28	    8.56	       1	1	S	
13:28	    8.56	       7	2	S	
13:28	    8.56	      11	1	S	
13:28	    8.56	      15	3	S	
13:28	    8.57	      20	1	B	
13:28	    8.57	      16	2	B	
13:28	    8.56	      76	5	S	
13:28	    8.56	      15	1	B	
13:29	    8.56	      13	4	B	
13:29	    8.56	       8	1	S	
13:29	    8.56	     102	3	S	
13:29	    8.56	       1	1	S	
13:29	    8.57	      57	4	B	
13:29	    8.56	     123	5	S	
13:29	    8.57	      53	3	B	
13:29	    8.57	      15	1	B	
13:29	    8.57	       5	1	B	
13:29	    8.57	      89	4	B	
13:29	    8.57	      19	1	B	
13:29	    8.56	       1	2	S	
13:29	    8.56	      50	3	S	
13:29	    8.56	      10	1	S	
13:30	    8.57	      11	2	B	
13:30	    8.57	       2	1	B	
13:30	    8.56	      70	6	S	
13:30	    8.57	       1	1	B	
13:30	    8.56	       4	2	S	
13:30	    8.57	       1	1	B	
13:30	    8.57	      80	2	B	
13:30	    8.56	      85	7	S	
13:30	    8.55	      16	2	S	
13:30	    8.56	      10	1	B	
13:30	    8.56	      91	4	B	
13:30	    8.56	      61	5	B	
13:31	    8.56	      73	4	B	
13:31	    8.56	      15	2	B	
13:31	    8.56	      36	2	B	
13:31	    8.56	      21	3	B	
13:31	    8.56	      10	1	B	
13:31	    8.56	      20	3	B	
13:31	    8.55	      70	5	S	
13:31	    8.56	     320	15	B	
13:31	    8.56	      10	1	S	
13:31	    8.56	       5	1	S	
13:31	    8.57	       5	1	B	
13:31	    8.57	     177	5	B	
13:31	    8.57	      12	1	B	
13:32	    8.57	       1	1	B	
13:32	    8.57	      25	2	B	
13:32	    8.57	      14	2	B	
13:32	    8.57	       6	1	B	
13:32	    8.56	      14	6	S	
13:32	    8.56	     181	6	S	
13:32	    8.56	      22	3	B	
13:32	    8.56	      59	1	B	
13:32	    8.55	      30	4	S	
13:32	    8.56	      13	1	B	
13:32	    8.56	       9	1	B	
13:32	    8.55	       6	2	S	
13:32	    8.56	      12	1	B	
13:32	    8.56	      20	1	B	
13:32	    8.56	      17	2	B	
13:32	    8.55	     113	8	S	
13:32	    8.56	      12	1	B	
13:32	    8.55	       2	2	S	
13:32	    8.56	      58	5	B	
13:32	    8.56	     506	47	B	
13:32	    8.56	       1	1	B	
13:33	    8.56	       2	1	B	
13:33	    8.56	      26	2	B	
13:33	    8.55	     200	3	S	
13:33	    8.56	      12	1	B	
13:33	    8.55	      59	4	S	
13:33	    8.56	      12	3	B	
13:33	    8.55	     184	13	S	
13:33	    8.55	      13	1	B	
13:33	    8.55	      46	2	B	
13:33	    8.55	      42	3	B	
13:33	    8.55	      10	1	B	
13:33	    8.55	      31	2	B	
13:33	    8.55	     164	7	B	
13:33	    8.55	       2	1	B	
13:33	    8.55	       5	1	S	
13:33	    8.55	      12	4	S	
13:33	    8.54	      20	4	S	
13:33	    8.55	      15	2	
13:34	    8.55	      60	6	B	
13:34	    8.55	      35	4	B	
13:34	    8.55	     111	7	B	
13:34	    8.55	      18	2	B	
13:34	    8.55	      18	2	B	
13:34	    8.54	       7	2	S	
13:34	    8.55	      35	3	B	
13:34	    8.54	      77	12	S	
13:34	    8.55	      17	3	B	
13:34	    8.55	      39	4	B	
13:34	    8.54	      24	3	S	
13:34	    8.55	      17	2	B	
13:34	    8.54	       5	1	S	
13:34	    8.54	       5	1	S	
13:34	    8.55	      18	2	B	
13:34	    8.54	       5	1	S	
13:34	    8.54	       6	2	S	
13:34	    8.54	     118	4	S	
13:34	    8.54	      17	2	S	
13:34	    8.54	       9	2	S	
13:35	    8.54	       5	1	S	
13:35	    8.55	     228	4	B	
13:35	    8.54	      10	2	S	
13:35	    8.54	       8	2	S	
13:35	    8.55	      24	4	B	
13:35	    8.55	      36	3	B	
13:35	    8.54	      10	2	S	
13:35	    8.54	       5	1	S	
13:35	    8.54	      17	2	S	
13:35	    8.55	      25	4	B	
13:35	    8.54	      20	3	S	
13:35	    8.54	     193	13	S	
13:35	    8.55	      25	5	B	
13:35	    8.55	      35	7	B	
13:35	    8.55	     142	4	B	
13:35	    8.55	      12	2	S	
13:35	    8.56	       6	2	B	
13:35	    8.56	      29	4	B	
13:35	    8.55	       5	1	S	
13:36	    8.55	       5	1	S	
13:36	    8.55	      70	6	S	
13:36	    8.56	      22	3	B	
13:36	    8.55	      45	5	S	
13:36	    8.56	      25	2	B	
13:36	    8.55	      10	2	S	
13:36	    8.56	      20	3	B	
13:36	    8.55	      35	3	S	
13:36	    8.56	      10	2	B	
13:36	    8.56	      64	4	B	
13:36	    8.55	       5	1	S	
13:36	    8.55	       5	1	S	
13:36	    8.56	     106	5	B	
13:36	    8.56	      25	2	B	
13:36	    8.56	      55	2	B	
13:36	    8.55	       8	2	S	
13:36	    8.56	      17	2	B	
