14:49	壹桥股份	10.13/3829	
14:49	福田汽车	3.09/20052	
14:49	奥瑞金	9.45/4877	
14:49	中金黄金	13.31/3885	
14:49	东旭光电	14.59/5598	
14:49	海南航空	3.36/10171	
14:48	紫金矿业	3.57/3108	
14:48	海南橡胶	7.70/4880	
14:48	金马股份	13.26/3009	
14:48	亚玛顿	51.51/1216	
14:48	金路集团	14.23/3358	
14:48	京东方Ａ	2.76/5012	
14:48	建设银行	5.29/5000	
14:48	天马股份	13.10/5546	
14:48	*ST钒钛	2.71/5194	
14:48	长江电力	13.04/8000	
14:48	第一创业	43.10/1404	
14:48	中海集运	4.52/4848	
14:48	包钢股份	3.01/29109	
14:48	西部证券	25.79/2335	
14:48	包钢股份	3.01/17342	
14:48	南方航空	7.49/4797	
14:48	中海集运	4.52/4294	
14:48	抚顺特钢	7.51/3374	
14:48	亚盛集团	5.78/5264	
14:48	双汇发展	22.30/2401	
14:47	洛阳钼业	4.17/3120	
14:47	博汇纸业	3.83/3252	
14:47	南方航空	7.49/3976	
14:47	铜陵有色	3.19/3080	
14:47	赛象科技	8.60/6310	
14:47	酒钢宏兴	2.86/6103	
14:47	包钢股份	3.02/10299	
14:47	乐视网	39.11/1371	
14:47	亚盛集团	5.77/4085	
14:47	酒钢宏兴	2.86/6221	
14:47	中国嘉陵	9.20/3317	
14:47	包钢股份	3.02/32659	
14:47	同济堂	13.36/3046	
14:47	悦达投资	9.14/4252	
14:47	包钢股份	3.02/28390	
14:47	国中水务	6.65/3737	
14:47	洛阳钼业	4.18/5760	
14:47	平潭发展	7.80/4129	
14:47	南山铝业	3.54/3351	
14:47	中国嘉陵	9.20/3027	
14:47	中海集运	4.53/5482	
14:47	海南航空	3.37/16764	
14:47	一汽夏利	5.63/5949	
14:47	汇金股份	26.80/2307	
14:46	中国石化	4.99/4290	
14:46	国中水务	6.66/3313	
14:46	石化油服	4.01/6249	
14:46	东方财富	20.50/2671	
14:46	中国建筑	7.80/3026	
14:46	茂业商业	9.28/9800	
14:46	海南航空	3.37/10359	
14:46	中国核电	6.92/3160	
14:46	建设银行	5.29/22600	
14:46	中国石化	4.99/5060	
14:46	豫光金铅	10.03/5228	
