15:00	中国建筑	7.52/8224	
14:59	中信重工	5.61/7225	
14:59	延长化建	8.47/5929	
14:59	中国石化	5.07/10453	
14:59	中国重工	6.86/4321	
14:59	潞安环能	8.53/4229	
14:59	包钢股份	2.84/5406	
14:59	紫金矿业	3.26/3587	
14:59	中国建筑	7.52/5811	
14:59	伊利股份	17.29/3253	
14:59	包钢股份	2.84/3262	
14:59	包钢股份	2.84/5902	
14:59	中国重工	6.86/4753	
14:59	中国石油	7.42/14823	
14:59	中国建筑	7.51/8330	
14:59	工商银行	4.43/3163	
14:59	太平洋	5.18/3542	
14:59	中国联通	5.33/6287	
14:59	中技控股	17.99/4122	
14:59	葛洲坝	8.99/6464	
14:59	中国一重	6.12/3561	
14:59	太平洋	5.18/3046	
14:59	中国建筑	7.51/21066	
14:59	一汽富维	14.42/3111	
14:59	中国石化	5.06/4075	
14:59	东方航空	6.62/3966	
14:59	中国联通	5.33/3049	
14:58	中国重工	6.86/7040	
14:58	建设银行	5.27/20898	
14:58	太平洋	5.18/3015	
14:58	中国联通	5.33/11717	
14:58	农业银行	3.17/4534	
14:58	中国中车	9.69/5656	
14:58	工商银行	4.43/10288	
14:58	隧道股份	10.66/3115	
14:58	中信重工	5.59/3087	
14:58	中国中车	9.69/4029	
14:58	南山铝业	3.02/4091	
14:58	建设银行	5.27/6265	
14:58	中国建筑	7.51/10884	
14:58	永泰能源	4.31/3280	
14:58	中国一重	6.12/4416	
14:57	中国联通	5.33/6756	
14:57	中国中车	9.69/6353	
14:57	哈空调	12.74/3713	
14:57	海南航空	3.25/6873	
14:57	中国建筑	7.51/5287	
14:57	太平洋	5.18/4662	
14:57	农业银行	3.17/9022	
14:57	中国建筑	7.51/10510	
14:57	工商银行	4.43/33808	
14:57	精工钢构	4.52/4850	
14:57	潞安环能	8.50/3310	
14:57	亚盛集团	5.56/10967	
14:57	工商银行	4.43/35355	
14:57	农业银行	3.17/5633	
14:57	太原重工	4.38/3660	
14:57	中国建筑	7.51/4572	
14:57	精工钢构	4.53/3305	
14:57	抚顺特钢	7.45/3546	
14:56	铁龙物流	8.08/3315	
14:56	葛洲坝	8.96/5725	
14:56	靖远煤电	4.19/7060	
14:56	冀中能源	6.59/5583	
14:56	华媒控股	14.80/3044	
14:56	远兴能源	3.21/7387	
14:56	中国核电	6.97/3900	
14:56	建设银行	5.27/3000	
14:56	远兴能源	3.21/11807	
14:56	中国建筑	7.51/3163	
14:56	酒钢宏兴	2.75/3245	
14:56	神州泰岳	11.22/4552	
14:56	宏达新材	18.55/4830	
14:56	中国建筑	7.51/7397	
14:56	大秦铁路	6.92/3056	
14:56	三泰控股	11.27/10723	
14:56	新兴铸管	5.06/4987	
14:56	上海石化	6.08/6129	
14:56	中化国际	10.40/3546	
