15:00	中国建筑	7.38/6368	
15:00	中国铁建	11.03/7694	
15:00	四川成渝	4.82/3283	
15:00	湖南天雁	6.89/3180	
15:00	方大炭素	10.96/3201	
14:59	和邦生物	5.30/5003	
14:59	君正集团	5.16/3889	
14:59	武钢股份	3.14/7116	
14:59	太原重工	4.28/4789	
14:59	招商轮船	5.56/6454	
14:59	绿地控股	9.09/4233	
14:59	中信银行	6.10/3396	
14:59	中国建筑	7.38/3148	
14:59	交通银行	5.62/3633	
14:59	博汇纸业	3.55/4000	
14:59	江苏银行	10.13/6381	
14:59	国电电力	3.03/6223	
14:59	凌钢股份	2.63/3644	
14:59	太原重工	4.28/10656	
14:59	国电电力	3.03/6941	
14:59	国中水务	6.30/4231	
14:59	南方航空	7.22/4642	
14:59	贵阳银行	15.15/7325	
14:59	招商轮船	5.51/6064	
14:59	中国铝业	3.89/11587	
14:59	兴业银行	16.24/3358	
14:59	北京城建	13.26/3628	
14:59	凌钢股份	2.63/4033	
14:59	太原重工	4.27/7596	
14:59	招商轮船	5.50/4236	
14:59	中国建筑	7.38/8561	
14:59	北京城建	13.22/4299	
14:59	招商轮船	5.49/11889	
14:59	石化油服	4.00/5628	
14:59	酒钢宏兴	2.67/5087	
14:59	太原重工	4.26/6196	
14:59	包钢股份	2.82/6116	
14:59	招商轮船	5.47/18852	
14:59	海润光伏	2.43/3752	
14:59	廊坊发展	29.38/1724	
14:59	日照港	4.13/5165	
14:59	中信证券	16.62/10686	
14:59	中国重工	6.80/6910	
14:59	国投电力	6.72/5485	
14:59	太原重工	4.26/20714	
14:59	中国铝业	3.89/3952	
14:59	*ST星湖	6.31/3400	
14:59	中国核电	6.85/4103	
14:59	中国建筑	7.38/16951	
14:58	中国联通	5.36/11317	
14:58	中海集运	4.19/5102	
14:58	旗滨集团	3.64/3468	
14:58	川投能源	8.73/3002	
14:58	天房发展	6.16/5000	
14:58	中国石化	5.01/3791	
14:58	武钢股份	3.14/8674	
14:58	国电电力	3.03/7823	
14:58	国电电力	3.03/8661	
14:58	国中水务	6.30/3053	
14:58	光大银行	3.82/3801	
14:58	工商银行	4.41/3686	
14:58	中国中铁	9.01/11664	
14:58	中国建筑	7.38/3361	
14:58	川投能源	8.72/5000	
14:58	银鸽投资	9.07/5050	
14:58	中国联通	5.35/5019	
14:58	中国建筑	7.37/8895	
14:58	申能股份	5.92/3174	
14:57	中国建筑	7.37/6871	
14:57	招商轮船	5.47/3283	
14:57	中国远洋	5.34/4655	
14:57	中海集运	4.18/10089	
14:57	中远航运	6.06/3572	
14:57	福田汽车	2.78/5742	
14:57	中国远洋	5.33/8449	
14:57	兴业证券	7.79/6802	
14:57	招商轮船	5.46/6447	
14:57	中国中冶	4.41/4894	
14:57	嘉澳环保	69.44/1004	
14:57	唐山港	3.96/3272	
14:57	中体产业	16.67/3030	
14:57	方正证券	7.46/3446	
14:57	中国建筑	7.37/3044	
14:57	中国铁建	11.02/8022	
14:57	酒钢宏兴	2.66/3621	
14:57	中国铝业	3.88/9289	
14:57	怡球资源	4.11/4600	
14:57	亚盛集团	5.47/3330	
14:57	中葡股份	10.92/3396	
14:57	栖霞建设	5.41/3020	
14:57	招商轮船	5.46/5402	
14:56	铜陵有色	2.81/3510	
14:56	西安饮食	11.80/6981	
14:56	中国中冶	4.41/6688	
14:56	三泰控股	12.38/4300	
14:56	福建金森	35.00/1905	
14:56	小商品城	7.81/3787	
14:56	绿地控股	9.09/3624	
14:56	宝新能源	8.79/4680	
14:56	中航资本	6.67/3805	
14:56	中国中冶	4.41/3652	
14:56	西安饮食	11.72/8443	
14:56	海润光伏	2.43/5518	
14:56	紫金矿业	3.24/9567	
14:56	招商轮船	5.44/3137	
14:56	量子高科	18.80/4464	
14:56	大连重工	4.40/3050	
14:56	首钢股份	6.11/5018	
14:56	通裕重工	3.52/4987	
14:56	海润光伏	2.43/3853	
14:56	凌钢股份	2.62/4218	
14:56	招商轮船	5.44/8099	
14:56	马钢股份	2.80/4099	
14:56	远兴能源	3.22/3281	
14:56	粤 传 媒	7.81/3587	
14:56	海润光伏	2.43/12114	
14:56	嘉澳环保	69.50/1101	
14:56	酒钢宏兴	2.66/10020	
14:56	中国铝业	3.88/3281	
14:56	生益科技	14.19/4205	
14:56	通裕重工	3.53/3180	
14:56	中国建筑	7.38/4432	
14:56	凤形股份	53.50/1202	
14:55	生益科技	14.18/7808	
14:55	招商轮船	5.43/8367	
14:55	中国中铁	9.02/4156	
14:55	中国铁建	11.02/3737	
14:55	生益科技	14.10/3891	
14:55	太原重工	4.24/6773	
14:55	光大银行	3.82/5262	
14:55	国海证券	7.09/3179	
14:55	东旭光电	14.56/4754	
14:55	龙溪股份	12.78/5121	
14:55	海润光伏	2.43/9683	
14:55	远兴能源	3.22/3415	
