代码	名称	涨幅%%	现价	流通市值	流通股本(万)	市盈(动)	细分行业	当日___超大单	5分钟___涨幅%%	换手%%	今开	最高	最低	昨收	活跃度	总金额	量比	涨跌	
600729	重庆百货	0.26	27.01	        100.74亿	      37299.14	    14.36	百货	  -2604万	0.07	          5.61	27.15	28.76	26.26	26.94	   2266	576555456	  3.89	0.07	
600723	首商股份	0.21	9.46	         62.25亿	      65806.95	    20.90	百货	  604.5万	-0.10	          0.44	9.44	9.50	9.36	9.44	    943	27018148	  1.21	0.02	
600712	南宁百货	-0.78	10.23	         55.01亿	      53772.91	--  	百货	 -183.8万	-0.09	          0.58	10.31	10.33	10.18	10.31	    814	31814946	  0.56	-0.08	
600697	欧亚集团	-0.83	32.30	         50.12亿	      15515.59	    19.43	百货	  -21.6万	-0.06	          1.04	32.42	32.55	32.09	32.57	    883	52074500	  0.73	-0.27	
600694	大商股份	-0.59	42.20	        123.95亿	      29371.86	    12.10	百货	 -812.3万	0.00	          0.89	42.40	42.59	41.92	42.45	   1047	110645416	  0.93	-0.25	
600693	东百集团	0.42	9.53	         65.26亿	      68483.45	   417.57	百货	  198.3万	0.42	          1.50	9.36	9.65	9.27	9.49	   1580	96734184	  0.86	0.04	
600682	南京新百	0.03	28.75	        205.91亿	      71622.03	--  	百货	 -616.2万	0.17	          0.60	28.95	29.48	28.23	28.74	   1270	123767800	  0.65	0.01	
600655	豫园商城	-0.72	10.97	        157.67亿	     143732.20	    55.17	百货	 -160.0万	0.09	          0.33	11.05	11.05	10.91	11.05	   1011	51697944	  0.80	-0.08	
600628	新世界	-1.14	13.89	         73.87亿	      53179.92	   138.62	百货	 -670.2万	-0.14	          1.12	13.87	14.00	13.74	14.05	   1440	82787920	  0.63	-0.16	
600515	海航基础	-0.31	12.70	         53.69亿	      42277.41	  1908.71	百货	  157.6万	-0.15	          0.54	12.82	12.85	12.68	12.74	    768	29007638	  0.58	-0.04	
600327	大东方	-0.64	9.32	         48.62亿	      52171.17	    17.64	百货	  -86.9万	0.00	          0.59	9.36	9.39	9.23	9.38	   1487	28666088	  0.69	-0.06	
600306	*ST商城	0.00	12.80	         22.71亿	      17740.57	--  	百货	   0.00	0.00	          0.00	--  	--  	--  	12.80	      1	0	  0.00	0.00	
600280	中央商场	0.28	7.16	         82.22亿	     114833.47	    55.29	百货	   32.2万	0.13	          0.82	7.13	7.20	7.07	7.14	   1236	66905200	  0.83	0.02	
300413	快乐购	--  	24.29	         48.26亿	      19867.85	   172.55	百货	--  	--  	          0.00	--  	--  	--  	24.29	      0	0	  0.00	--  	
002561	徐家汇	-0.07	13.45	         53.31亿	      39635.07	    23.08	百货	 -159.8万	-0.07	          0.49	13.45	13.49	13.31	13.46	    839	25834080	  0.83	-0.01	
002419	天虹商场	-0.16	12.54	        100.31亿	      79992.10	    17.58	百货	   0.00	-0.15	          0.26	12.56	12.59	12.44	12.56	   1674	26383436	  0.87	-0.02	
002277	友阿股份	0.15	13.03	         73.77亿	      56612.26	    22.11	百货	 -437.0万	-0.22	          0.69	13.01	13.08	12.90	13.01	   1089	50645848	  1.08	0.02	
002187	广百股份	-1.08	13.78	         47.19亿	      34242.26	    26.38	百货	 -303.0万	-0.21	          1.16	13.82	13.87	13.64	13.93	   1252	54330924	  0.62	-0.15	
000882	华联股份	-0.48	4.12	         77.65亿	     188468.69	    99.63	百货	 -504.7万	0.00	          0.50	4.14	4.14	4.09	4.14	   1276	38679384	  0.69	-0.02	
000785	武汉中商	-2.13	14.25	         35.78亿	      25109.36	    52.89	百货	 -607.1万	0.00	          3.36	14.51	14.52	14.17	14.56	   2914	120655144	  0.87	-0.31	
000715	中兴商业	-1.28	14.68	         40.89亿	      27854.39	    83.38	百货	 -100.2万	0.13	          0.59	14.85	14.94	14.56	14.87	    805	24372796	  0.90	-0.19	
000679	大连友谊	1.02	14.80	         52.74亿	      35634.23	   257.21	百货	  -85.2万	-0.26	          2.77	14.65	14.93	14.60	14.65	   2482	145860208	  0.37	0.15	
000564	西安民生	0.10	9.74	         50.65亿	      51997.23	   875.22	百货	  359.3万	0.00	          0.99	9.72	9.82	9.61	9.73	   1540	50196300	  0.56	0.01	
000560	昆百大Ａ	--  	10.40	         32.85亿	      31589.38	   167.23	百货	--  	--  	          0.00	--  	--  	--  	10.40	      0	0	  0.00	--  	
000516	国际医学	-1.00	6.93	        134.08亿	     193481.25	    51.35	百货	  -1438万	0.00	          1.95	6.90	7.02	6.90	7.00	   3030	262999120	  1.13	-0.07	
000501	鄂武商Ａ	-0.21	19.28	         97.79亿	      50719.92	    11.07	百货	 -270.9万	0.15	          0.46	19.34	19.34	19.06	19.32	    801	44865636	  0.71	-0.04	
000419	通程控股	-0.12	8.11	         44.06亿	      54329.00	    29.46	百货	 -149.7万	0.12	          1.14	8.06	8.15	8.01	8.12	   1333	49947740	  0.88	-0.01	
000417	合肥百货	-0.80	8.67	         67.51亿	      77861.07	    18.34	百货	 -487.7万	-0.11	          0.78	8.74	8.74	8.58	8.74	   1299	52350372	  0.80	-0.07	
603998	方盛制药	-1.07	16.68	         44.90亿	      26917.72	    95.53	中成药	 -352.4万	0.00	          1.42	16.80	16.80	16.50	16.86	   1192	63796968	  0.81	-0.18	
603567	珍宝岛	-1.00	20.69	         26.72亿	      12916.00	    42.19	中成药	 -103.5万	-0.14	          1.54	20.87	20.87	20.53	20.90	   1158	41119720	  1.18	-0.21	
600993	马应龙	0.14	20.92	         90.01亿	      43023.62	    28.49	中成药	 -436.3万	-0.14	          0.56	20.81	20.96	20.79	20.89	    914	50143976	  0.52	0.03	
600976	健民集团	-0.75	31.80	         48.73亿	      15322.90	    58.09	中成药	   38.3万	-0.31	          3.55	31.90	33.18	31.78	32.04	   1762	176542896	  0.77	-0.24	
600781	辅仁药业	0.06	18.15	         32.23亿	      17759.28	   113.24	中成药	 -994.2万	0.05	          2.46	18.08	18.17	18.01	18.14	   1172	79048416	  0.73	0.01	
600771	广誉远	0.73	35.66	         86.94亿	      24380.83	   230.10	中成药	   1396万	0.16	          0.93	35.38	35.85	35.11	35.40	    913	80167904	  0.76	0.26	
600750	江中药业	-1.55	34.83	        104.49亿	      30000.00	    26.58	中成药	  -3227万	-0.08	          1.74	35.38	35.44	34.53	35.38	   1368	181787184	  1.38	-0.55	
600671	天目药业	0.00	30.00	         36.52亿	      12172.04	--  	中成药	   0.00	0.00	          0.00	--  	--  	--  	30.00	      1	0	  0.00	0.00	
600613	神奇制药	-1.67	15.31	         73.38亿	      47932.00	    59.09	中成药	 -175.5万	0.19	          0.59	15.58	15.58	15.26	15.57	   1003	43319456	  0.63	-0.26	
600594	益佰制药	0.58	17.24	        134.88亿	      78235.82	    39.60	中成药	  277.9万	0.34	          0.54	17.04	17.26	16.86	17.14	   1071	71461504	  0.72	0.10	
600572	康恩贝	-0.68	7.27	        149.60亿	     205773.81	    29.72	中成药	  -1678万	0.27	          1.44	7.23	7.32	7.18	7.32	   2050	214333776	  1.18	-0.05	
600566	济川药业	-1.09	31.65	         54.00亿	      17063.03	    29.09	中成药	 -433.0万	0.03	          1.36	31.99	32.20	31.33	32.00	   1091	73579432	  0.58	-0.35	
600557	康缘药业	0.10	19.31	         85.40亿	      44223.42	    31.17	中成药	   52.4万	0.05	          1.10	19.20	19.42	19.01	19.29	   1973	93284776	  0.61	0.02	
600535	天士力	1.47	43.62	        450.53亿	     103284.27	    34.41	中成药	   3396万	0.36	          0.38	43.00	43.80	42.65	42.99	   1577	169048528	  1.19	0.63	
600518	康美药业	-0.41	17.15	        754.16亿	     439742.91	    24.02	中成药	   3613万	0.23	          0.44	17.12	17.19	16.99	17.22	   2389	334881536	  0.54	-0.07	
600479	千金药业	1.64	16.72	         50.97亿	      30481.91	    77.88	中成药	  434.3万	0.00	          1.12	16.45	16.76	16.29	16.45	   1402	56497920	  1.14	0.27	
600436	片仔癀	0.15	47.72	        287.90亿	      60331.71	    47.13	中成药	 -325.4万	-0.14	          0.24	47.70	47.92	47.44	47.65	   1226	69115296	  0.49	0.07	
600422	昆药集团	-0.49	14.25	         97.03亿	      68089.93	    22.63	中成药	  -2095万	-0.14	          1.17	14.33	14.35	14.18	14.32	   1314	113746736	  0.99	-0.07	
600351	亚宝药业	-0.89	10.00	         69.20亿	      69200.00	    44.09	中成药	  -1761万	-0.09	          1.17	10.09	10.09	9.86	10.09	   1641	80846496	  1.37	-0.09	
600332	白云山	-0.20	24.96	        258.67亿	     103633.96	    24.39	中成药	 -652.3万	0.08	          0.25	24.99	25.00	24.79	25.01	   1395	64987264	  0.79	-0.05	
600329	中新药业	0.29	17.17	         97.14亿	      56576.80	    25.52	中成药	 -110.3万	0.00	          0.32	17.12	17.20	17.01	17.12	    868	31073224	  0.71	0.05	
600285	羚锐制药	1.14	12.45	         66.66亿	      53543.46	    37.46	中成药	  804.9万	0.40	          1.58	12.26	12.48	12.14	12.31	   1068	103491536	  1.14	0.14	
600252	中恒集团	-1.33	4.45	        145.75亿	     327524.25	    27.64	中成药	  -2077万	-0.22	          1.17	4.49	4.53	4.43	4.51	   2048	170730816	  1.40	-0.06	
600222	太龙药业	-1.07	8.36	         43.35亿	      51856.51	  1315.73	中成药	 -538.9万	-0.11	          1.09	8.41	8.45	8.28	8.45	    973	47268288	  0.97	-0.09	
600211	西藏药业	-0.81	47.63	         54.35亿	      11410.90	    56.19	中成药	 -681.3万	0.06	          0.91	47.72	48.10	47.47	48.02	    900	49569440	  0.62	-0.39	
600129	太极集团	-0.62	19.15	         81.75亿	      42689.39	     4.24	中成药	 -920.0万	0.05	          1.02	19.25	19.27	18.94	19.27	   1495	82903224	  0.93	-0.12	
600085	同仁堂	-0.71	30.85	        423.10亿	     137147.03	    37.56	中成药	  -2931万	0.19	          0.36	31.07	31.12	30.60	31.07	   1905	152294160	  1.11	-0.22	
600080	金花股份	-0.81	12.23	         37.34亿	      30529.58	   148.09	中成药	 -214.4万	0.08	          1.60	12.30	12.44	12.13	12.33	   1188	59874560	  1.04	-0.10	
300534	陇神戎发	-0.29	64.37	         13.95亿	       2167.00	   113.26	中成药	  -1355万	-0.01	         24.54	63.24	65.87	63.05	64.56	   3291	341747136	  0.66	-0.19	
300519	新光药业	-2.92	108.29	         21.66亿	       2000.00	    75.93	中成药	  -4579万	0.04	         10.63	110.00	110.00	107.20	111.55	   2049	230170016	  1.50	-3.26	
300181	佐力药业	-0.39	10.31	         41.18亿	      39937.10	    54.62	中成药	  -3832万	0.38	          3.79	10.30	10.35	10.09	10.35	   2111	154165504	  1.04	-0.04	
300158	振东制药	0.43	18.85	         53.94亿	      28613.25	   142.02	中成药	  739.2万	0.05	          1.15	18.72	18.96	18.68	18.77	    928	62136936	  1.25	0.08	
300147	香雪制药	-0.35	14.21	         93.77亿	      65990.95	    88.33	中成药	  263.6万	0.07	          0.99	14.20	14.38	14.11	14.26	   1716	92852928	  0.88	-0.05	
300108	双龙股份	0.91	9.98	         33.01亿	      33073.62	    52.00	中成药	  248.1万	0.20	          1.83	9.90	9.98	9.84	9.89	   1203	60017228	  0.80	0.09	
300049	福瑞股份	-1.34	24.29	         54.93亿	      22612.86	    73.37	中成药	 -312.8万	0.00	          1.11	24.62	24.62	23.96	24.62	   1268	60814740	  0.89	-0.33	
300039	上海凯宝	-0.63	10.96	         67.54亿	      61623.60	    23.74	中成药	 -425.8万	0.00	          0.97	10.98	11.04	10.85	11.03	   1438	65139056	  0.78	-0.07	
300026	红日药业	0.26	19.17	        136.18亿	      71038.32	    30.90	中成药	  -1605万	0.05	          1.47	19.08	19.22	18.97	19.12	   2978	198910992	  0.82	0.05	
300016	北陆药业	-0.34	20.40	         51.89亿	      25435.75	    58.65	中成药	 -300.2万	-0.09	          1.47	20.47	20.58	20.22	20.47	   1439	76336856	  0.61	-0.07	
002773	康弘药业	-2.74	57.56	         39.37亿	       6840.00	   109.02	中成药	   1448万	0.08	          2.98	59.18	59.18	57.17	59.18	   1586	117689728	  0.98	-1.62	
002750	龙津药业	-0.12	16.87	         37.96亿	      22500.00	    99.92	中成药	  -22.4万	1.19	          0.56	16.95	16.95	16.50	16.89	    672	21164984	  0.78	-0.02	
002737	葵花药业	-0.95	37.54	         45.09亿	      12012.32	    32.99	中成药	 -292.9万	0.00	          1.34	37.88	37.90	37.33	37.90	   1612	60352064	  0.93	-0.36	
002728	台城制药	-0.19	26.81	         15.28亿	       5701.00	    61.28	中成药	  -64.0万	0.03	          2.20	26.90	26.99	26.68	26.86	   1003	33613480	  0.57	-0.05	
002644	佛慈制药	-0.17	11.73	         59.90亿	      51065.69	    98.76	中成药	  -87.2万	0.00	          0.68	11.84	11.84	11.68	11.75	   1267	40499784	  0.71	-0.02	
002603	以岭药业	1.16	16.64	        148.84亿	      89446.89	    30.17	中成药	  418.9万	0.12	          0.67	16.45	16.66	16.40	16.45	   1837	99324496	  1.19	0.19	
002566	益盛药业	-0.15	13.14	         26.22亿	      19952.58	    87.12	中成药	 -389.1万	-0.07	          1.66	13.14	13.17	13.02	13.16	   1095	43420376	  0.68	-0.02	
002433	太安堂	-0.26	11.38	         76.81亿	      67497.39	    50.97	中成药	 -178.2万	0.00	          1.86	11.36	11.54	11.31	11.41	   2385	143404432	  0.81	-0.03	
002424	贵州百灵	0.26	23.12	        169.16亿	      73166.13	    75.57	中成药	 -732.9万	0.04	          0.62	23.19	23.19	22.80	23.06	   2009	104903648	  0.70	0.06	
002412	汉森制药	-1.26	18.80	         53.91亿	      28677.50	    54.96	中成药	  -79.7万	0.00	          0.50	19.00	19.04	18.63	19.04	    760	27069390	  0.58	-0.24	
002390	信邦制药	-0.38	10.37	         76.03亿	      73317.45	    68.01	中成药	 -170.7万	-0.38	          0.60	10.33	10.44	10.28	10.41	   1378	45368520	  0.68	-0.04	
002349	精华制药	0.04	22.66	         67.56亿	      29812.48	    58.91	中成药	 -277.6万	0.04	          0.62	22.53	22.73	22.38	22.65	   1213	41738104	  0.67	0.01	
002317	众生药业	0.29	13.86	         68.25亿	      49245.82	    25.33	中成药	   1037万	-0.07	          1.83	13.80	13.93	13.75	13.82	   1645	124964168	  1.01	0.04	
002287	奇正藏药	-0.76	35.36	        143.56亿	      40600.00	    44.51	中成药	   38.0万	0.02	          0.21	35.62	35.62	35.04	35.63	    847	29936500	  1.14	-0.27	
002275	桂林三金	0.00	19.07	        101.45亿	      53200.41	    24.84	中成药	 -157.5万	0.05	          0.22	19.06	19.07	18.90	19.07	    738	21891224	  0.72	0.00	
002219	恒康医疗	4.62	13.35	        184.70亿	     138350.78	    87.76	中成药	  621.2万	0.07	          1.42	12.69	13.88	12.68	12.76	   2795	262610160	  3.04	0.59	
002198	嘉应制药	-0.15	12.94	         52.44亿	      40524.73	   205.97	中成药	  -45.2万	-0.15	          0.51	12.86	13.08	12.86	12.96	    655	26853972	  0.55	-0.02	
002166	莱茵生物	-0.95	11.51	         40.17亿	      34899.03	    93.12	中成药	  -81.0万	-0.08	          1.36	11.63	11.63	11.44	11.62	   1534	54703824	  0.69	-0.11	
002118	紫鑫药业	0.49	16.27	         83.42亿	      51271.58	   253.67	中成药	   90.2万	-0.12	          1.05	16.21	16.47	16.12	16.19	   1658	87519088	  1.11	0.08	
002107	沃华医药	0.13	15.42	         53.80亿	      34890.76	   108.84	中成药	  -66.3万	-0.12	          0.56	15.40	15.46	15.35	15.40	   1279	29888828	  0.97	0.02	
000999	华润三九	-0.64	26.33	        257.44亿	      97774.22	    20.26	中成药	 -755.3万	0.11	          0.23	26.40	26.45	26.11	26.50	   2246	59230012	  0.66	-0.17	
000989	九 芝 堂	0.37	24.69	         60.79亿	      24622.10	    35.35	中成药	   77.8万	0.04	          0.31	24.89	24.89	24.52	24.60	    561	18881514	  0.72	0.09	
000790	泰合健康	-0.07	14.57	         62.68亿	      43018.91	   187.29	中成药	  -70.5万	0.00	          2.51	14.50	14.88	14.40	14.58	   2194	158110512	  1.12	-0.01	
000766	通化金马	-1.40	20.40	         91.60亿	      44901.62	   107.30	中成药	  -1062万	0.04	          1.11	20.68	20.74	20.38	20.69	   1540	102500312	  0.71	-0.29	
000650	仁和药业	0.00	7.54	         93.34亿	     123799.50	    26.32	中成药	  -73.3万	0.26	          0.58	7.53	7.55	7.48	7.54	   2071	54233200	  0.69	0.00	
000623	吉林敖东	-0.42	26.09	        210.53亿	      80692.95	    13.92	中成药	  -1479万	0.03	          0.78	26.12	26.22	25.91	26.20	   2081	164380224	  0.86	-0.11	
000590	启迪古汉	1.45	21.00	         46.88亿	      22323.61	   196.26	中成药	   84.6万	-0.04	          0.78	20.70	21.02	20.61	20.70	    884	36294708	  1.02	0.30	
000538	云南白药	--  	69.23	        720.96亿	     104139.24	    25.97	中成药	--  	--  	          0.00	--  	--  	--  	69.23	      0	0	  0.00	--  	
000513	丽珠集团	0.80	57.85	        136.10亿	      23526.27	    30.10	中成药	  737.7万	0.03	          0.89	57.00	58.39	57.00	57.39	   1867	120858928	  0.57	0.46	
000423	东阿阿胶	1.65	59.28	        387.61亿	      65386.73	    23.38	中成药	   4639万	-0.06	          0.77	58.32	59.36	58.12	58.32	   2725	297391616	  0.73	0.96	
603718	海利生物	2.91	19.08	         58.18亿	      30493.40	   120.34	生物制药	  930.5万	0.21	          1.12	18.54	19.09	18.54	18.54	   1004	64551028	  1.23	0.54	
603566	普莱柯	0.00	24.58	         39.85亿	      16211.82	    43.60	生物制药	   0.00	0.00	          0.00	--  	--  	--  	24.58	      1	0	  0.00	0.00	
600867	通化东宝	2.07	23.65	        321.66亿	     136009.31	    53.23	生物制药	   4167万	-0.08	          0.61	23.17	23.82	23.00	23.17	   2011	196719648	  1.92	0.48	
600645	中源协和	-1.21	32.70	        107.51亿	      32878.21	   394.66	生物制药	  -3671万	0.06	          1.63	33.02	33.10	32.56	33.10	   1544	175132176	  1.05	-0.40	
600201	生物股份	-0.86	31.18	        177.40亿	      56894.35	    33.68	生物制药	  -2250万	-0.19	          0.60	31.45	31.46	30.92	31.45	    937	106224544	  1.08	-0.27	
600161	天坛生物	1.56	41.59	        214.38亿	      51546.69	   110.59	生物制药	  891.2万	-0.02	          1.08	40.89	41.89	40.57	40.95	   1897	228250784	  0.78	0.64	
300485	赛升药业	0.00	45.75	         38.65亿	       8447.95	    41.65	生物制药	 -373.7万	0.19	          1.76	45.58	45.75	45.18	45.75	   1263	67397544	  1.07	0.00	
300482	万孚生物	0.99	61.30	         65.04亿	      10610.59	    67.14	生物制药	 -245.4万	-0.11	          1.20	60.75	61.99	60.40	60.70	   1293	78135560	  0.71	0.60	
300406	九强生物	0.34	23.27	         47.87亿	      20572.21	    48.02	生物制药	  -1267万	0.08	          1.37	23.04	23.35	22.65	23.19	   1123	64976812	  1.03	0.08	
300357	我武生物	0.13	37.31	         26.73亿	       7164.27	    55.69	生物制药	  538.7万	-0.08	          1.16	37.11	37.34	36.82	37.26	    674	30849026	  0.91	0.05	
300294	博雅生物	-0.36	65.66	         90.46亿	      13776.99	    83.05	生物制药	 -645.6万	0.00	          1.19	65.53	66.30	65.12	65.90	   1844	107805000	  0.69	-0.24	
300289	利德曼	-0.65	13.80	         43.03亿	      31184.59	    82.59	生物制药	 -441.4万	0.00	          0.81	13.91	13.92	13.71	13.89	    909	34736812	  1.14	-0.09	
300255	常山药业	0.96	8.43	         50.42亿	      59805.14	    57.30	生物制药	 -298.4万	0.11	          0.73	8.36	8.49	8.35	8.35	    897	36706468	  1.08	0.08	
300239	东宝生物	-0.24	8.48	         32.16亿	      37926.51	   234.07	生物制药	 -252.2万	0.23	          1.16	8.49	8.54	8.35	8.50	   1130	37094416	  0.73	-0.02	
