                  通达股份 (002560)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2015/10/29	   29.00	   29.07	   27.76	   28.70	        5539541	      28.09	      27.62	      25.12	      22.21	       1.91	       1.61	       0.59	       1.91	       1.61	       0.59	
 2015/10/30	   28.60	   29.30	   27.51	   28.69	        3988059	      28.43	      27.92	      25.59	      22.33	       1.90	       1.67	       0.47	       1.90	       1.67	       0.47	
 2015/11/02	   28.50	   30.00	   28.05	   28.73	        4636741	      28.60	      27.97	      26.04	      22.49	       1.88	       1.71	       0.34	       1.88	       1.71	       0.34	
 2015/11/03	   29.20	   29.30	   27.00	   27.60	        7757258	      28.48	      27.83	      26.41	      22.65	       1.75	       1.72	       0.07	       1.75	       1.72	       0.07	
 2015/11/04	   27.52	   28.39	   27.35	   28.18	        6410056	      28.38	      28.05	      26.80	      22.85	       1.68	       1.71	      -0.07	       1.68	       1.71	      -0.07	
 2015/11/05	   28.28	   31.00	   28.10	   30.67	       15148834	      28.77	      28.43	      27.21	      23.06	       1.80	       1.73	       0.14	       1.80	       1.73	       0.14	
 2015/11/06	   30.02	   31.35	   30.00	   30.61	        7549285	      29.16	      28.79	      27.55	      23.24	       1.87	       1.76	       0.23	       1.87	       1.76	       0.23	
 2015/11/09	   30.50	   32.76	   30.50	   32.30	        6005604	      29.87	      29.24	      27.92	      23.42	       2.04	       1.81	       0.45	       2.04	       1.81	       0.45	
 2015/11/10	   31.50	   33.53	   31.30	   32.07	        4469388	      30.77	      29.63	      28.30	      23.59	       2.13	       1.88	       0.50	       2.13	       1.88	       0.50	
 2015/11/11	   32.00	   34.08	   31.70	   33.58	        4885591	      31.85	      30.11	      28.73	      23.75	       2.30	       1.96	       0.67	       2.30	       1.96	       0.67	
 2015/11/12	   33.45	   36.30	   33.01	   35.95	        7020444	      32.90	      30.84	      29.23	      23.96	       2.59	       2.09	       1.01	       2.59	       2.09	       1.01	
 2015/11/13	   35.60	   37.00	   33.41	   34.70	        6327318	      33.72	      31.44	      29.68	      24.16	       2.69	       2.21	       0.97	       2.69	       2.21	       0.97	
 2015/11/16	   33.42	   35.10	   33.22	   35.10	        3229227	      34.28	      32.08	      30.02	      24.34	       2.77	       2.32	       0.90	       2.77	       2.32	       0.90	
 2015/11/17	   35.30	   37.45	   35.30	   36.70	        6790512	      35.21	      32.99	      30.41	      24.53	       2.93	       2.44	       0.97	       2.93	       2.44	       0.97	
 2015/11/18	   37.00	   37.40	   35.00	   35.12	        3877181	      35.51	      33.68	      30.86	      24.69	       2.90	       2.53	       0.72	       2.90	       2.53	       0.72	
 2015/11/19	   35.20	   36.20	   34.50	   35.93	        3537846	      35.51	      34.21	      31.32	      24.88	       2.90	       2.61	       0.59	       2.90	       2.61	       0.59	
 2015/11/20	   35.93	   36.33	   35.30	   35.95	        3869641	      35.76	      34.74	      31.77	      25.06	       2.87	       2.66	       0.42	       2.87	       2.66	       0.42	
 2015/11/23	   38.00	   38.00	   32.77	   33.45	       13150839	      35.43	      34.85	      32.05	      25.20	       2.62	       2.65	      -0.07	       2.62	       2.65	      -0.07	
 2015/11/24	   33.12	   34.65	   32.00	   34.50	        8143539	      34.99	      35.10	      32.36	      25.39	       2.47	       2.61	      -0.29	       2.47	       2.61	      -0.29	
 2015/11/25	   34.50	   37.94	   34.00	   36.96	        9910618	      35.36	      35.44	      32.77	      25.65	       2.53	       2.60	      -0.14	       2.53	       2.60	      -0.14	
 2015/11/26	   37.30	   37.30	   35.53	   36.00	        8386438	      35.37	      35.44	      33.14	      25.94	       2.46	       2.57	      -0.21	       2.46	       2.57	      -0.21	
 2015/11/27	   36.20	   39.15	   35.85	   36.55	       13702323	      35.49	      35.63	      33.53	      26.24	       2.43	       2.54	      -0.22	       2.43	       2.54	      -0.22	
 2015/11/30	   37.20	   40.21	   36.45	   40.17	       13626047	      36.84	      36.13	      34.10	      26.58	       2.66	       2.57	       0.20	       2.66	       2.57	       0.20	
 2015/12/01	   39.42	   41.47	   37.95	   38.51	       10265664	      37.64	      36.31	      34.65	      26.86	       2.69	       2.59	       0.19	       2.69	       2.59	       0.19	
 2015/12/02	   38.15	   39.09	   35.00	   37.45	        6150766	      37.74	      36.55	      35.11	      27.14	       2.59	       2.59	      -0.01	       2.59	       2.59	      -0.01	
 2015/12/03	   37.50	   38.27	   36.42	   37.80	        5065210	      38.10	      36.73	      35.47	      27.45	       2.51	       2.57	      -0.13	       2.51	       2.57	      -0.13	
 2015/12/04	   37.50	   37.80	   36.00	   36.70	        5199645	      38.13	      36.81	      35.77	      27.77	       2.33	       2.53	      -0.39	       2.33	       2.53	      -0.39	
 2015/12/07	   36.70	   37.45	   35.90	   37.15	        4519115	      37.52	      37.18	      36.02	      28.07	       2.20	       2.46	      -0.52	       2.20	       2.46	      -0.52	
 2015/12/08	   36.80	   37.42	   35.74	   37.34	        6133620	      37.29	      37.46	      36.28	      28.37	       2.09	       2.39	      -0.59	       2.09	       2.39	      -0.59	
 2015/12/09	   36.85	   37.95	   36.30	   37.02	        4356503	      37.20	      37.47	      36.45	      28.64	       1.95	       2.30	      -0.69	       1.95	       2.30	      -0.69	
 2015/12/10	   37.18	   37.31	   36.00	   36.08	        3616747	      36.86	      37.48	      36.46	      28.90	       1.75	       2.19	      -0.88	       1.75	       2.19	      -0.88	
 2015/12/11	   35.66	   35.87	   34.85	   34.87	        3439183	      36.49	      37.31	      36.47	      29.14	       1.47	       2.05	      -1.15	       1.47	       2.05	      -1.15	
 2015/12/14	   35.70	   38.36	   35.00	   38.36	        8817783	      36.73	      37.13	      36.63	      29.47	       1.52	       1.94	      -0.85	       1.52	       1.94	      -0.85	
 2015/12/15	   42.20	   42.20	   42.20	   42.20	        1177511	      37.71	      37.50	      36.91	      29.88	       1.84	       1.92	      -0.16	       1.84	       1.92	      -0.16	
 2015/12/16	   45.00	   46.42	   44.10	   46.42	       22841630	      39.59	      38.39	      37.47	      30.34	       2.41	       2.02	       0.78	       2.41	       2.02	       0.78	
 2015/12/17	   48.30	   51.06	   48.00	   51.06	       16433036	      42.58	      39.72	      38.23	      30.88	       3.20	       2.25	       1.89	       3.20	       2.25	       1.89	
 2015/12/18	   53.00	   54.45	   49.80	   49.80	       30049968	      45.57	      41.03	      38.92	      31.38	       3.68	       2.54	       2.28	       3.68	       2.54	       2.28	
 2015/12/21	   49.88	   50.88	   49.00	   49.71	       15483072	      47.84	      42.29	      39.73	      31.87	       4.01	       2.83	       2.35	       4.01	       2.83	       2.35	
 2015/12/22	   49.65	   49.70	   47.72	   48.65	       12527857	      49.13	      43.42	      40.44	      32.35	       4.13	       3.09	       2.08	       4.13	       3.09	       2.08	
 2015/12/23	   48.80	   49.59	   47.60	   48.79	       10353310	      49.60	      44.59	      41.03	      32.83	       4.20	       3.31	       1.77	       4.20	       3.31	       1.77	
 2015/12/24	   48.00	   50.00	   46.45	   49.10	        9899860	      49.21	      45.90	      41.69	      33.31	       4.22	       3.50	       1.46	       4.22	       3.50	       1.46	
 2015/12/25	   48.98	   49.97	   48.06	   49.07	        7315596	      49.06	      47.32	      42.31	      33.81	       4.19	       3.64	       1.12	       4.19	       3.64	       1.12	
 2015/12/28	   49.10	   50.30	   46.98	   47.00	        9827153	      48.52	      48.18	      42.65	      34.27	       3.96	       3.70	       0.52	       3.96	       3.70	       0.52	
 2015/12/29	   47.36	   47.80	   44.24	   45.33	       11352942	      47.86	      48.49	      42.99	      34.68	       3.59	       3.68	      -0.17	       3.59	       3.68	      -0.17	
 2015/12/30	   45.05	   46.48	   44.72	   45.61	        6912054	      47.22	      48.41	      43.40	      35.10	       3.29	       3.60	      -0.62	       3.29	       3.60	      -0.62	
 2015/12/31	   45.25	   45.61	   43.11	   43.50	        6035193	      46.10	      47.66	      43.69	      35.46	       2.85	       3.45	      -1.21	       2.85	       3.45	      -1.21	
 2016/01/04	   43.98	   45.18	   40.00	   40.11	        7247329	      44.31	      46.69	      43.86	      35.73	       2.20	       3.20	      -2.01	       2.20	       3.20	      -2.01	
 2016/01/05	   37.65	   42.35	   37.65	   41.68	        9441492	      43.25	      45.88	      44.09	      36.01	       1.79	       2.92	      -2.26	       1.79	       2.92	      -2.26	
 2016/01/06	   41.30	   45.23	   40.68	   44.69	       10992037	      43.12	      45.49	      44.45	      36.34	       1.69	       2.67	      -1.97	       1.69	       2.67	      -1.97	
 2016/01/07	   43.69	   43.69	   40.22	   40.22	        2212800	      42.04	      44.63	      44.61	      36.60	       1.23	       2.38	      -2.30	       1.23	       2.38	      -2.30	
 2016/01/08	   41.00	   43.00	   38.25	   42.66	       10052313	      41.87	      43.99	      44.94	      36.88	       1.06	       2.12	      -2.12	       1.06	       2.12	      -2.12	
 2016/01/11	   41.40	   41.40	   38.39	   38.39	        9369970	      41.53	      42.92	      45.12	      37.09	       0.57	       1.81	      -2.48	       0.57	       1.81	      -2.48	
 2016/01/12	   37.22	   38.20	   35.22	   36.40	        6639253	      40.47	      41.86	      45.02	      37.22	       0.02	       1.45	      -2.87	       0.02	       1.45	      -2.87	
 2016/01/13	   37.00	   38.12	   34.00	   34.30	        5599527	      38.39	      40.76	      44.62	      37.31	      -0.58	       1.04	      -3.25	      -0.58	       1.04	      -3.25	
 2016/01/14	   32.50	   35.88	   32.11	   35.36	        6020629	      37.42	      39.73	      44.07	      37.47	      -0.96	       0.64	      -3.20	      -0.96	       0.64	      -3.20	
 2016/01/15	   35.30	   35.97	   32.56	   33.08	        5338881	      35.51	      38.69	      43.17	      37.57	      -1.43	       0.23	      -3.31	      -1.43	       0.23	      -3.31	
 2016/01/18	   32.20	   36.39	   31.90	   35.94	        8075459	      35.02	      38.27	      42.48	      37.72	      -1.55	      -0.13	      -2.84	      -1.55	      -0.13	      -2.84	
 2016/01/19	   35.50	   38.38	   35.33	   37.95	        7889532	      35.33	      37.90	      41.89	      37.89	      -1.46	      -0.39	      -2.14	      -1.46	      -0.39	      -2.14	
 2016/01/20	   37.50	   40.50	   37.00	   38.30	        9777080	      36.13	      37.26	      41.37	      38.06	      -1.35	      -0.59	      -1.54	      -1.35	      -0.59	      -1.54	
 2016/01/21	   37.01	   38.88	   34.80	   34.80	        9073063	      36.01	      36.72	      40.67	      38.16	      -1.53	      -0.78	      -1.51	      -1.53	      -0.78	      -1.51	
 2016/01/22	   35.88	   37.13	   34.90	   36.80	        6546547	      36.76	      36.13	      40.06	      38.30	      -1.49	      -0.92	      -1.15	      -1.49	      -0.92	      -1.15	
 2016/01/25	   37.57	   38.60	   37.00	   37.78	        5872927	      37.13	      36.07	      39.49	      38.45	      -1.37	      -1.01	      -0.72	      -1.37	      -1.01	      -0.72	
 2016/01/26	   36.81	   36.99	   34.00	   34.00	        6661397	      36.34	      35.83	      38.84	      38.53	      -1.56	      -1.12	      -0.88	      -1.56	      -1.12	      -0.88	
 2016/01/27	   34.15	   34.50	   31.00	   33.46	        5799624	      35.37	      35.75	      38.25	      38.63	      -1.73	      -1.24	      -0.98	      -1.73	      -1.24	      -0.98	
 2016/01/28	   32.50	   33.18	   30.11	   30.11	        5249353	      34.43	      35.22	      37.48	      38.66	      -2.11	      -1.42	      -1.40	      -2.11	      -1.42	      -1.40	
 2016/01/29	   29.96	   32.30	   29.21	   31.57	        5319961	      33.38	      35.07	      36.88	      38.68	      -2.27	      -1.59	      -1.37	      -2.27	      -1.59	      -1.37	
 2016/02/01	   31.20	   31.40	   28.80	   29.70	        5071817	      31.77	      34.45	      36.36	      38.66	      -2.52	      -1.77	      -1.49	      -2.52	      -1.77	      -1.49	
 2016/02/02	   29.58	   31.53	   29.58	   31.05	        5200610	      31.18	      33.76	      35.83	      38.64	      -2.58	      -1.94	      -1.29	      -2.58	      -1.94	      -1.29	
 2016/02/03	   30.58	   31.59	   29.98	   31.32	        4156496	      30.75	      33.06	      35.16	      38.63	      -2.57	      -2.06	      -1.02	      -2.57	      -2.06	      -1.02	
 2016/02/04	   31.50	   32.95	   31.49	   32.30	        5025252	      31.19	      32.81	      34.76	      38.61	      -2.46	      -2.14	      -0.64	      -2.46	      -2.14	      -0.64	
 2016/02/05	   32.41	   33.33	   31.70	   31.76	        3876988	      31.23	      32.31	      34.22	      38.54	      -2.39	      -2.19	      -0.39	      -2.39	      -2.19	      -0.39	
 2016/02/15	   29.63	   31.66	   29.63	   31.33	        3325020	      31.55	      31.66	      33.87	      38.48	      -2.34	      -2.22	      -0.24	      -2.34	      -2.22	      -0.24	
 2016/02/16	   31.65	   33.67	   31.59	   33.33	        5351417	      32.01	      31.59	      33.71	      38.45	      -2.11	      -2.20	       0.17	      -2.11	      -2.20	       0.17	
 2016/02/17	   33.13	   36.00	   33.00	   35.85	        9340837	      32.91	      31.83	      33.79	      38.44	      -1.71	      -2.10	       0.78	      -1.71	      -2.10	       0.78	
 2016/02/18	   35.57	   36.99	   35.06	   35.72	        8486124	      33.60	      32.39	      33.81	      38.45	      -1.39	      -1.96	       1.14	      -1.39	      -1.96	       1.14	
 2016/02/19	   35.55	   36.24	   35.31	   36.00	        5173449	      34.45	      32.84	      33.95	      38.45	      -1.10	      -1.79	       1.38	      -1.10	      -1.79	       1.38	
 2016/02/22	   36.78	   38.30	   36.39	   37.71	        7906535	      35.72	      33.64	      34.04	      38.48	      -0.72	      -1.57	       1.71	      -0.72	      -1.57	       1.71	
 2016/02/23	   37.71	   38.23	   35.88	   36.88	        8279851	      36.43	      34.22	      33.99	      38.54	      -0.48	      -1.36	       1.75	      -0.48	      -1.36	       1.75	
 2016/02/24	   36.51	   37.14	   35.08	   36.13	        5645335	      36.49	      34.70	      33.88	      38.56	      -0.35	      -1.15	       1.61	      -0.35	      -1.15	       1.61	
 2016/02/25	   35.98	   36.00	   32.52	   32.52	        6390407	      35.85	      34.72	      33.77	      38.49	      -0.53	      -1.03	       1.00	      -0.53	      -1.03	       1.00	
 2016/02/26	   32.70	   33.30	   30.71	   31.58	        3901025	      34.96	      34.70	      33.51	      38.42	      -0.74	      -0.97	       0.46	      -0.74	      -0.97	       0.46	
 2016/02/29	   31.30	   31.78	   28.42	   28.79	        4847001	      33.18	      34.45	      33.06	      38.29	      -1.12	      -1.00	      -0.24	      -1.12	      -1.00	      -0.24	
 2016/03/01	   29.01	   30.48	   27.90	   30.15	        5006650	      31.83	      34.13	      32.86	      38.12	      -1.30	      -1.06	      -0.47	      -1.30	      -1.06	      -0.47	
 2016/03/02	   29.72	   32.14	   29.71	   31.99	        4796611	      31.01	      33.75	      32.79	      38.01	      -1.27	      -1.10	      -0.34	      -1.27	      -1.10	      -0.34	
 2016/03/03	   31.81	   32.58	   31.40	   31.43	        4650778	      30.79	      33.32	      32.86	      37.91	      -1.28	      -1.14	      -0.29	      -1.28	      -1.14	      -0.29	
 2016/03/04	   31.13	   31.40	   28.50	   28.95	        4825540	      30.26	      32.61	      32.72	      37.76	      -1.48	      -1.21	      -0.54	      -1.48	      -1.21	      -0.54	
 2016/03/07	   29.06	   30.34	   29.06	   29.32	        3936443	      30.37	      31.77	      32.71	      37.64	      -1.58	      -1.28	      -0.60	      -1.58	      -1.28	      -0.60	
 2016/03/08	   29.01	   30.02	   27.36	   29.62	        4527169	      30.26	      31.05	      32.63	      37.52	      -1.62	      -1.35	      -0.54	      -1.62	      -1.35	      -0.54	
 2016/03/09	   28.80	   29.24	   28.18	   28.78	        2909354	      29.62	      30.31	      32.51	      37.37	      -1.70	      -1.42	      -0.56	      -1.70	      -1.42	      -0.56	
 2016/03/10	   28.90	   29.66	   28.38	   28.95	        3462213	      29.12	      29.96	      32.34	      37.24	      -1.73	      -1.48	      -0.50	      -1.73	      -1.48	      -0.50	
 2016/03/11	   28.60	   29.70	   28.28	   29.42	        3161004	      29.22	      29.74	      32.22	      37.13	      -1.69	      -1.52	      -0.34	      -1.69	      -1.52	      -0.34	
 2016/03/14	   30.20	   31.99	   30.15	   31.33	        4731806	      29.62	      29.99	      32.22	      37.07	      -1.50	      -1.52	       0.04	      -1.50	      -1.52	       0.04	
 2016/03/15	   31.48	   31.48	   30.22	   30.41	        4069429	      29.78	      30.02	      32.08	      36.94	      -1.40	      -1.49	       0.19	      -1.40	      -1.49	       0.19	
 2016/03/16	   30.77	   31.04	   29.71	   29.80	        3096616	      29.98	      29.80	      31.77	      36.73	      -1.35	      -1.47	       0.23	      -1.35	      -1.47	       0.23	
 2016/03/17	   30.05	   31.49	   29.90	   31.23	        4909368	      30.44	      29.78	      31.55	      36.48	      -1.19	      -1.41	       0.44	      -1.19	      -1.41	       0.44	
 2016/03/18	   31.55	   34.35	   31.37	   33.56	        7262847	      31.27	      30.24	      31.43	      36.18	      -0.86	      -1.30	       0.88	      -0.86	      -1.30	       0.88	
 2016/03/21	   34.10	   34.97	   33.60	   34.85	        7875864	      31.97	      30.80	      31.28	      35.94	      -0.49	      -1.14	       1.30	      -0.49	      -1.14	       1.30	
 2016/03/22	   34.50	   37.29	   34.22	   36.49	        9278992	      33.19	      31.48	      31.26	      35.72	      -0.06	      -0.92	       1.72	      -0.06	      -0.92	       1.72	
 2016/03/23	   36.18	   39.93	   35.80	   39.24	       10582819	      35.07	      32.53	      31.42	      35.56	       0.49	      -0.64	       2.26	       0.49	      -0.64	       2.26	
 2016/03/24	   38.90	   43.16	   38.40	   41.47	       15762270	      37.12	      33.78	      31.87	      35.44	       1.10	      -0.29	       2.78	       1.10	      -0.29	       2.78	
 2016/03/25	   41.50	   41.91	   37.75	   38.84	       16554681	      38.18	      34.72	      32.23	      35.27	       1.35	       0.04	       2.63	       1.35	       0.04	       2.63	
 2016/03/28	   39.00	   39.96	   37.50	   38.01	        9578734	      38.81	      35.39	      32.69	      35.08	       1.47	       0.32	       2.29	       1.47	       0.32	       2.29	
 2016/03/29	   38.25	   39.05	   36.98	   38.58	        7920296	      39.23	      36.21	      33.11	      34.94	       1.59	       0.58	       2.02	       1.59	       0.58	       2.02	
 2016/03/30	   38.83	   42.44	   38.61	   42.44	       14170104	      39.87	      37.47	      33.64	      34.89	       1.97	       0.85	       2.23	       1.97	       0.85	       2.23	
 2016/03/31	   42.80	   43.70	   41.21	   41.35	       15168100	      39.84	      38.48	      34.13	      34.82	       2.16	       1.12	       2.09	       2.16	       1.12	       2.09	
 2016/04/01	   40.85	   42.86	   40.11	   42.28	       10701372	      40.53	      39.36	      34.80	      34.80	       2.36	       1.36	       1.99	       2.36	       1.36	       1.99	
 2016/04/05	   42.40	   45.15	   42.10	   44.32	       10694240	      41.79	      40.30	      35.55	      34.87	       2.65	       1.62	       2.06	       2.65	       1.62	       2.06	
 2016/04/06	   43.80	   48.00	   43.70	   47.14	       11081946	      43.51	      41.37	      36.42	      34.96	       3.08	       1.91	       2.33	       3.08	       1.91	       2.33	
 2016/04/07	   47.05	   47.05	   45.30	   45.85	       10444886	      44.19	      42.03	      37.28	      34.98	       3.27	       2.19	       2.17	       3.27	       2.19	       2.17	
 2016/04/08	   44.88	   46.59	   42.84	   44.69	       10465306	      44.86	      42.35	      38.07	      35.06	       3.29	       2.41	       1.77	       3.29	       2.41	       1.77	
 2016/04/11	   45.67	   47.18	   45.06	   45.06	        9054734	      45.41	      42.97	      38.85	      35.10	       3.30	       2.59	       1.43	       3.30	       2.59	       1.43	
 2016/04/12	   44.55	   45.35	   40.66	   41.30	       11703601	      44.81	      43.30	      39.35	      35.14	       2.97	       2.66	       0.62	       2.97	       2.66	       0.62	
 2016/04/13	   41.70	   44.00	   41.70	   42.79	        9487698	      43.94	      43.72	      39.96	      35.25	       2.80	       2.69	       0.22	       2.80	       2.69	       0.22	
 2016/04/14	   43.23	   43.76	   41.31	   43.23	        7043407	      43.41	      43.80	      40.64	      35.40	       2.67	       2.69	      -0.04	       2.67	       2.69	      -0.04	
 2016/04/15	   43.00	   43.48	   42.05	   42.43	        4255122	      42.96	      43.91	      41.20	      35.52	       2.47	       2.64	      -0.35	       2.47	       2.64	      -0.35	
 2016/04/18	   42.00	   42.40	   41.00	   42.13	        4624457	      42.38	      43.89	      41.62	      35.67	       2.26	       2.57	      -0.61	       2.26	       2.57	      -0.61	
 2016/04/19	   42.55	   43.33	   42.13	   42.83	        6639780	      42.68	      43.74	      42.02	      35.78	       2.13	       2.48	      -0.70	       2.13	       2.48	      -0.70	
 2016/04/20	   43.00	   43.00	   38.56	   39.98	       11470601	      42.12	      43.03	      42.20	      35.82	       1.77	       2.34	      -1.13	       1.77	       2.34	      -1.13	
 2016/04/21	   39.30	   39.78	   37.95	   37.99	        5193686	      41.07	      42.24	      42.14	      35.81	       1.31	       2.13	      -1.64	       1.31	       2.13	      -1.64	
 2016/04/22	   37.45	   39.96	   37.01	   39.96	        5817365	      40.58	      41.77	      42.06	      35.90	       1.10	       1.93	      -1.65	       1.10	       1.93	      -1.65	
 2016/04/25	   39.28	   39.30	   37.99	   38.88	        4656349	      39.93	      41.15	      42.06	      35.93	       0.83	       1.71	      -1.75	       0.83	       1.71	      -1.75	
 2016/04/26	   38.60	   40.40	   38.60	   40.37	        6279624	      39.44	      41.06	      42.18	      35.98	       0.73	       1.51	      -1.56	       0.73	       1.51	      -1.56	
 2016/04/27	   40.16	   40.59	   39.00	   39.50	        6448148	      39.34	      40.73	      42.23	      36.07	       0.57	       1.32	      -1.50	       0.57	       1.32	      -1.50	
 2016/04/28	   39.00	   39.00	   37.35	   38.51	        7953679	      39.44	      40.26	      42.03	      36.15	       0.36	       1.13	      -1.53	       0.36	       1.13	      -1.53	
 2016/04/29	   38.38	   40.55	   38.01	   39.31	        7171151	      39.31	      39.95	      41.93	      36.30	       0.26	       0.96	      -1.39	       0.26	       0.96	      -1.39	
 2016/05/03	   39.58	   41.85	   39.20	   41.64	        7768580	      39.87	      39.90	      41.90	      36.47	       0.36	       0.84	      -0.95	       0.36	       0.84	      -0.95	
 2016/05/04	   41.50	   43.97	   41.11	   42.40	       10247447	      40.27	      39.85	      41.80	      36.68	       0.50	       0.77	      -0.54	       0.50	       0.77	      -0.54	
 2016/05/05	   42.39	   46.64	   42.05	   46.64	       18267920	      41.70	      40.52	      41.77	      36.94	       0.94	       0.80	       0.27	       0.94	       0.80	       0.27	
 2016/05/06	   47.88	   47.88	   42.33	   42.73	       21159406	      42.54	      40.99	      41.62	      37.13	       0.96	       0.84	       0.25	       0.96	       0.84	       0.25	
 2016/05/09	   13.76	   13.90	   12.82	   12.82	       22509978	      37.25	      38.28	      40.03	      36.81	      -1.42	       0.38	      -3.61	      -1.42	       0.38	      -3.61	
 2016/05/10	   12.22	   12.37	   11.62	   12.00	       31565172	      31.32	      35.59	      38.37	      36.48	      -3.33	      -0.36	      -5.95	      -3.33	      -0.36	      -5.95	
 2016/05/11	   12.05	   12.12	   11.11	   11.19	       26689012	      25.08	      32.67	      36.87	      36.14	      -4.86	      -1.26	      -7.20	      -4.86	      -1.26	      -7.20	
 2016/05/12	   10.82	   11.00	   10.55	   10.94	       21191596	      17.94	      29.82	      35.27	      35.77	      -6.02	      -2.21	      -7.62	      -6.02	      -2.21	      -7.62	
 2016/05/13	   11.09	   11.14	   10.56	   10.65	       19775052	      11.52	      27.03	      33.64	      35.35	      -6.88	      -3.15	      -7.48	      -6.88	      -3.15	      -7.48	
 2016/05/16	   10.60	   11.09	   10.51	   10.91	       15931036	      11.14	      24.19	      32.07	      34.94	      -7.46	      -4.01	      -6.90	      -7.46	      -4.01	      -6.90	
 2016/05/17	   10.99	   10.99	   10.64	   10.86	       16401130	      10.91	      21.11	      30.51	      34.52	      -7.83	      -4.77	      -6.12	      -7.83	      -4.77	      -6.12	
 2016/05/18	   10.65	   10.75	    9.77	    9.89	       25398456	      10.65	      17.86	      28.86	      34.06	      -8.11	      -5.44	      -5.34	      -8.11	      -5.44	      -5.34	
 2016/05/19	    9.84	   10.30	    9.84	    9.97	       17070968	      10.46	      14.20	      27.36	      33.61	      -8.23	      -6.00	      -4.46	      -8.23	      -6.00	      -4.46	
 2016/05/20	    9.89	   10.22	    9.67	   10.15	       14469293	      10.36	      10.94	      25.97	      33.17	      -8.22	      -6.44	      -3.55	      -8.22	      -6.44	      -3.55	
 2016/05/23	   10.25	   10.48	   10.16	   10.40	       16536304	      10.25	      10.70	      24.49	      32.81	      -8.09	      -6.77	      -2.64	      -8.09	      -6.77	      -2.64	
 2016/05/24	   10.37	   10.39	    9.91	   10.02	       14106120	      10.09	      10.50	      23.04	      32.45	      -7.93	      -7.00	      -1.86	      -7.93	      -7.00	      -1.86	
 2016/05/25	   10.28	   10.33	    9.95	   10.03	       11342733	      10.11	      10.38	      21.53	      32.13	      -7.72	      -7.15	      -1.14	      -7.72	      -7.15	      -1.14	
 2016/05/26	   10.04	   10.13	    9.70	   10.08	       12152835	      10.14	      10.30	      20.06	      31.80	      -7.45	      -7.21	      -0.49	      -7.45	      -7.21	      -0.49	
 2016/05/27	   10.09	   10.12	    9.95	   10.00	        9256172	      10.11	      10.23	      18.63	      31.43	      -7.17	      -7.20	       0.06	      -7.17	      -7.20	       0.06	
 2016/05/30	   10.00	   10.09	    9.81	    9.95	        8351718	      10.02	      10.14	      17.16	      31.07	      -6.87	      -7.13	       0.53	      -6.87	      -7.13	       0.53	
 2016/05/31	    9.96	   10.59	    9.96	   10.55	       20997044	      10.12	      10.10	      15.61	      30.77	      -6.51	      -7.01	       1.00	      -6.51	      -7.01	       1.00	
 2016/06/01	   10.62	   11.00	   10.62	   10.88	       22774496	      10.29	      10.20	      14.03	      30.46	      -6.13	      -6.83	       1.41	      -6.13	      -6.83	       1.41	
 2016/06/02	   10.96	   11.28	   10.75	   10.93	       22365850	      10.46	      10.30	      12.25	      30.15	      -5.75	      -6.62	       1.73	      -5.75	      -6.62	       1.73	
 2016/06/03	   10.89	   11.10	   10.71	   10.94	       17425708	      10.65	      10.38	      10.66	      29.85	      -5.39	      -6.37	       1.96	      -5.39	      -6.37	       1.96	
 2016/06/06	   11.00	   11.04	   10.73	   10.81	       12060363	      10.82	      10.42	      10.56	      29.55	      -5.06	      -6.11	       2.10	      -5.06	      -6.11	       2.10	
 2016/06/07	   10.69	   10.87	   10.60	   10.72	        9897500	      10.86	      10.49	      10.49	      29.24	      -4.75	      -5.84	       2.18	      -4.75	      -5.84	       2.18	
 2016/06/08	   10.80	   10.98	   10.53	   10.84	       16981982	      10.85	      10.57	      10.48	      28.90	      -4.44	      -5.56	       2.23	      -4.44	      -5.56	       2.23	
 2016/06/13	   10.63	   10.91	   10.06	   10.16	       14829485	      10.69	      10.58	      10.44	      28.56	      -4.20	      -5.29	       2.17	      -4.20	      -5.29	       2.17	
 2016/06/14	   10.15	   10.18	    9.81	    9.94	       11847357	      10.49	      10.57	      10.40	      28.23	      -3.99	      -5.03	       2.08	      -3.99	      -5.03	       2.08	
 2016/06/15	    9.73	   10.38	    9.65	   10.33	       12956710	      10.40	      10.61	      10.37	      27.88	      -3.74	      -4.77	       2.06	      -3.74	      -4.77	       2.06	
 2016/06/16	   10.40	   10.40	   10.00	   10.12	       12801954	      10.28	      10.57	      10.34	      27.49	      -3.52	      -4.52	       2.00	      -3.52	      -4.52	       2.00	
 2016/06/17	   10.22	   10.33	   10.05	   10.15	        9917152	      10.14	      10.49	      10.35	      27.08	      -3.31	      -4.28	       1.94	      -3.31	      -4.28	       1.94	
 2016/06/20	   10.24	   10.27	    9.92	   10.17	        9156383	      10.14	      10.42	      10.36	      26.64	      -3.10	      -4.04	       1.88	      -3.10	      -4.04	       1.88	
 2016/06/21	   10.27	   10.34	   10.00	   10.02	       10710306	      10.16	      10.33	      10.35	      26.15	      -2.92	      -3.82	       1.80	      -2.92	      -3.82	       1.80	
