                  20161021 旷达科技 (002516)
 时间	    价格	    成交	笔数	
14:26	    7.15	      73	2	S	
14:26	    7.15	      44	2	S	
14:27	    7.16	       7	1	B	
14:27	    7.15	     187	8	S	
14:27	    7.15	       2	1	B	
14:27	    7.15	      16	3	B	
14:27	    7.16	     582	7	B	
14:27	    7.15	      44	3	
14:27	    7.16	       3	1	B	
14:27	    7.16	      32	1	B	
14:27	    7.15	     198	4	S	
14:27	    7.15	     102	1	B	
14:27	    7.16	      44	2	B	
14:27	    7.16	     124	1	B	
14:27	    7.15	       5	1	S	
14:27	    7.16	     662	11	B	
14:27	    7.16	      15	1	S	
14:27	    7.16	      10	1	S	
14:28	    7.16	      22	2	S	
14:28	    7.16	      19	1	S	
14:28	    7.17	      50	2	B	
14:28	    7.16	      24	2	S	
14:28	    7.16	      16	2	S	
14:28	    7.17	       1	1	B	
14:28	    7.16	       5	1	S	
14:28	    7.17	      20	1	B	
14:28	    7.17	      10	1	B	
14:28	    7.16	      26	5	S	
14:28	    7.17	      22	1	B	
14:28	    7.16	      16	1	S	
14:28	    7.17	       2	2	B	
14:28	    7.15	     300	7	S	
14:29	    7.15	     125	1	S	
14:29	    7.17	      84	4	B	
14:29	    7.15	      96	2	S	
14:29	    7.16	     165	2	B	
14:29	    7.16	     426	1	B	
14:29	    7.16	     198	2	S	
14:30	    7.16	      69	4	S	
14:30	    7.17	      30	3	B	
14:30	    7.16	       3	1	S	
14:30	    7.16	      13	2	S	
14:30	    7.16	       2	1	S	
14:30	    7.17	    1611	35	B	
14:30	    7.17	     150	2	S	
14:30	    7.18	      10	1	B	
14:30	    7.18	      49	1	B	
14:30	    7.17	      84	3	S	
14:30	    7.17	      25	2	S	
14:30	    7.18	      50	1	B	
14:30	    7.18	    1484	17	B	
14:30	    7.18	      77	2	B	
14:30	    7.18	     310	15	B	
14:30	    7.18	      53	4	B	
14:31	    7.18	     128	7	B	
14:31	    7.18	       5	1	S	
14:31	    7.20	    4982	124	B	
14:31	    7.21	       6	2	B	
14:31	    7.21	      10	3	B	
14:31	    7.21	     422	27	B	
14:31	    7.20	      51	7	S	
14:31	    7.21	     100	1	B	
14:31	    7.21	      89	6	B	
14:31	    7.21	     211	6	B	
14:31	    7.21	      30	2	B	
14:31	    7.22	      74	7	B	
14:31	    7.21	      40	5	S	
14:31	    7.22	     610	18	B	
14:31	    7.22	     440	17	B	
14:31	    7.23	      71	6	B	
14:31	    7.22	       5	2	S	
14:31	    7.23	     188	6	B	
14:31	    7.23	      13	3	B	
14:32	    7.22	     821	17	S	
14:32	    7.23	      92	7	B	
14:32	    7.23	     500	15	B	
14:32	    7.23	      20	4	S	
14:32	    7.24	       2	1	B	
14:32	    7.23	      18	4	S	
14:32	    7.24	      34	5	B	
14:32	    7.24	      10	1	B	
14:32	    7.24	      34	4	B	
14:32	    7.23	     188	11	S	
14:32	    7.23	     265	12	S	
14:32	    7.23	     877	26	B	
14:32	    7.23	      15	3	B	
14:32	    7.23	     206	4	B	
14:32	    7.23	     186	13	B	
14:32	    7.23	      31	3	B	
14:32	    7.22	     105	5	S	
14:32	    7.22	     228	7	S	
14:32	    7.23	      58	5	B	
14:32	    7.22	     116	7	S	
14:33	    7.22	      69	4	S	
14:33	    7.22	      26	4	B	
14:33	    7.22	       1	1	B	
14:33	    7.21	      49	5	S	
14:33	    7.22	       5	1	B	
14:33	    7.21	      64	9	S	
14:33	    7.21	      43	6	S	
14:33	    7.22	       2	1	B	
14:33	    7.21	      31	6	S	
14:33	    7.21	      48	7	S	
14:33	    7.21	      10	2	S	
14:33	    7.21	      20	1	B	
14:33	    7.22	     226	5	B	
14:33	    7.20	     316	18	S	
14:33	    7.19	      41	3	S	
14:33	    7.20	      40	1	B	
14:33	    7.19	      32	2	S	
14:34	    7.19	      10	2	S	
14:34	    7.20	       7	1	B	
14:34	    7.20	      72	4	B	
14:34	    7.20	      16	1	B	
14:34	    7.20	      90	2	B	
14:34	    7.20	       1	1	B	
14:34	    7.20	      76	6	B	
14:34	    7.19	      20	1	S	
14:34	    7.20	      52	2	B	
14:34	    7.19	      90	3	S	
14:34	    7.20	      10	1	B	
14:34	    7.20	       5	1	B	
14:34	    7.20	      51	1	B	
14:34	    7.20	     372	11	B	
14:34	    7.20	       7	1	S	
14:34	    7.20	       4	2	S	
14:34	    7.21	      28	5	B	
14:34	    7.21	       5	1	
14:35	    7.22	      98	4	B	
14:35	    7.22	     273	10	B	
14:35	    7.22	     493	22	B	
14:35	    7.23	     170	3	B	
14:35	    7.22	       6	2	S	
14:35	    7.22	       1	1	S	
14:35	    7.22	      28	4	S	
14:35	    7.22	     460	18	S	
14:35	    7.23	     101	8	B	
14:35	    7.23	      36	4	B	
14:35	    7.23	      10	1	B	
14:35	    7.23	     250	5	B	
14:35	    7.22	      17	4	S	
14:35	    7.23	     455	24	B	
14:35	    7.23	      24	2	S	
14:35	    7.22	      30	4	S	
14:36	    7.24	     143	8	B	
14:36	    7.24	      20	3	B	
14:36	    7.24	     455	19	B	
14:36	    7.24	      15	2	B	
14:36	    7.24	      93	4	B	
14:36	    7.24	      57	6	B	
14:36	    7.24	     122	9	B	
14:36	    7.24	     140	12	B	
14:36	    7.24	     107	8	B	
14:36	    7.24	     267	12	B	
14:36	    7.24	      29	2	S	
14:36	    7.24	     124	7	S	
14:36	    7.25	       4	1	B	
14:36	    7.24	      51	5	S	
14:36	    7.24	     176	6	B	
14:36	    7.24	      19	3	B	
14:36	    7.24	      25	4	B	
14:36	    7.24	      36	7	B	
14:36	    7.24	      13	4	B	
14:36	    7.23	     124	11	S	
14:37	    7.24	      72	8	
14:37	    7.24	     304	7	S	
14:37	    7.24	      39	3	S	
14:37	    7.24	     167	3	S	
14:37	    7.24	     144	6	S	
14:37	    7.24	      15	5	S	
14:37	    7.24	     126	5	S	
14:37	    7.23	      20	2	S	
14:37	    7.24	     204	8	B	
14:37	    7.24	     120	9	B	
14:37	    7.24	      25	4	B	
14:37	    7.24	      62	6	B	
14:37	    7.24	     212	4	B	
14:37	    7.23	      10	1	S	
14:37	    7.24	     132	9	B	
14:37	    7.23	      74	6	S	
14:37	    7.24	      75	5	B	
14:37	    7.24	    1706	12	B	
14:38	    7.25	      25	4	B	
14:38	    7.24	      50	3	S	
14:38	    7.25	     100	1	B	
14:38	    7.24	      30	5	S	
14:38	    7.24	      20	1	S	
14:38	    7.24	     113	8	S	
14:38	    7.25	    1435	63	B	
14:38	    7.25	      24	2	S	
14:38	    7.25	       2	1	S	
14:38	    7.25	     193	13	S	
14:38	    7.25	      20	2	S	
14:38	    7.26	     668	34	B	
14:38	    7.26	      72	1	S	
14:38	    7.27	       5	1	B	
14:38	    7.26	     297	12	S	
14:38	    7.27	     442	17	B	
14:38	    7.26	     412	22	S	
14:39	    7.27	      88	7	B	
14:39	    7.27	      28	1	B	
14:39	    7.27	     571	10	B	
14:39	    7.27	      87	6	B	
14:39	    7.27	      71	7	B	
14:39	    7.27	      63	3	B	
14:39	    7.26	     183	8	S	
14:39	    7.27	      33	3	S	
14:39	    7.27	      36	3	S	
14:39	    7.28	     153	7	B	
14:39	    7.27	     211	9	S	
14:39	    7.27	      85	7	S	
14:39	    7.27	     229	12	S	
14:39	    7.26	      17	3	S	
14:39	    7.27	      68	4	B	
14:39	    7.26	     365	15	S	
14:39	    7.27	     339	11	B	
14:39	    7.27	      20	2	B	
14:39	    7.27	      15	5	B	
14:39	    7.27	      14	3	B	
14:40	    7.27	      54	5	B	
14:40	    7.27	      15	1	B	
14:40	    7.26	     280	9	S	
14:40	    7.26	     246	6	S	
14:40	    7.26	     448	22	S	
14:40	    7.26	      58	3	B	
14:40	    7.25	      17	1	S	
14:40	    7.26	      40	2	B	
14:40	    7.26	      49	7	B	
14:40	    7.26	     162	10	B	
14:40	    7.26	       3	2	B	
14:40	    7.25	       7	2	S	
14:40	    7.26	      10	3	B	
14:40	    7.26	      27	4	B	
14:40	    7.25	      27	3	S	
14:40	    7.26	      32	2	B	
14:40	    7.26	      57	5	B	
14:40	    7.25	      14	1	S	
14:41	    7.26	      83	5	B	
14:41	    7.25	      18	1	S	
14:41	    7.25	      38	2	S	
14:41	    7.25	     121	12	S	
14:41	    7.25	      76	4	S	
14:41	    7.26	     289	21	B	
14:41	    7.24	      30	1	S	
14:41	    7.25	      40	6	B	
14:41	    7.24	       2	1	S	
14:41	    7.25	     658	6	B	
14:41	    7.25	      30	1	S	
14:41	    7.25	      87	2	S	
14:41	    7.25	       9	1	S	
14:41	    7.25	     207	4	S	
14:41	    7.25	       3	1	S	
14:41	    7.26	     190	6	B	
14:42	    7.25	     264	8	S	
14:42	    7.25	      95	7	S	
14:42	    7.25	      26	2	S	
14:42	    7.25	       1	1	S	
14:42	    7.25	     163	11	S	
14:42	    7.25	     117	9	S	
14:42	    7.25	      40	3	S	
14:42	    7.25	      49	7	S	
14:42	    7.25	     164	9	S	
14:42	    7.25	     264	3	S	
14:42	    7.25	     220	3	S	
14:42	    7.25	     404	29	S	
14:42	    7.24	     111	4	S	
14:42	    7.25	     382	12	B	
14:42	    7.25	      23	4	S	
14:42	    7.25	     100	1	S	
14:42	    7.25	      16	2	S	
14:42	    7.25	     171	6	S	
14:42	    7.25	      12	3	S	
14:43	    7.25	       2	1	B	
14:43	    7.25	      33	4	B	
14:43	    7.24	     112	6	S	
14:43	    7.25	       2	1	B	
14:43	    7.25	      96	4	B	
14:43	    7.24	      78	4	S	
14:43	    7.24	      19	2	S	
14:43	    7.24	      58	8	S	
14:43	    7.24	      24	3	S	
14:43	    7.25	      17	2	B	
14:43	    7.24	     136	4	S	
14:43	    7.24	       7	1	S	
14:43	    7.24	      39	7	S	
14:43	    7.24	      46	3	S	
14:43	    7.24	     105	4	B	
14:43	    7.23	      20	1	S	
14:43	    7.23	      64	2	S	
14:44	    7.23	       5	1	S	
14:44	    7.23	       7	2	S	
14:44	    7.23	      51	4	S	
14:44	    7.24	      14	2	B	
14:44	    7.23	      10	3	S	
14:44	    7.23	     139	7	S	
14:44	    7.24	      10	2	B	
14:44	    7.23	      37	3	S	
14:44	    7.23	      10	1	S	
14:44	    7.23	      10	1	S	
14:44	    7.23	     468	18	S	
14:44	    7.24	       5	2	B	
14:44	    7.24	     201	9	S	
14:44	    7.23	     142	9	S	
14:44	    7.24	      63	2	
14:44	    7.24	      19	5	S	
14:44	    7.24	      24	1	S	
14:45	    7.24	      10	1	S	
14:45	    7.24	       2	1	S	
14:45	    7.24	       1	1	S	
14:45	    7.25	     566	5	B	
14:45	    7.25	     218	5	B	
14:45	    7.25	      29	2	B	
14:45	    7.25	     450	20	B	
14:45	    7.25	      65	10	B	
14:45	    7.25	       2	1	S	
14:45	    7.25	      17	3	S	
14:45	    7.26	     376	12	B	
14:45	    7.26	       4	1	B	
14:45	    7.25	     317	6	S	
14:45	    7.26	     210	6	B	
14:45	    7.25	      75	3	S	
14:45	    7.26	       5	1	B	
14:45	    7.26	       1	1	B	
14:46	    7.26	      73	2	B	
14:46	    7.26	      26	2	B	
14:46	    7.26	     216	7	B	
14:46	    7.25	      53	3	S	
14:46	    7.25	      50	6	S	
14:46	    7.26	      56	5	B	
14:46	    7.25	      46	5	S	
14:46	    7.25	       8	2	S	
14:46	    7.25	     210	9	S	
14:46	    7.25	       5	2	S	
14:46	    7.25	     160	14	S	
14:46	    7.25	     401	2	S	
14:46	    7.25	      52	3	S	
14:46	    7.25	      21	2	S	
14:46	    7.26	      99	4	B	
14:46	    7.25	      16	2	S	
14:46	    7.26	      17	2	B	
14:46	    7.25	       7	2	S	
14:46	    7.25	     106	2	S	
14:46	    7.26	       5	1	B	
14:47	    7.25	       7	2	S	
14:47	    7.25	      45	1	S	
14:47	    7.25	     592	5	S	
14:47	    7.26	     182	8	B	
14:47	    7.25	      20	1	S	
14:47	    7.26	     101	7	B	
14:47	    7.26	      95	3	B	
14:47	    7.25	     716	20	S	
14:47	    7.24	      10	1	S	
14:47	    7.25	       9	1	B	
14:47	    7.25	     500	8	B	
14:47	    7.25	      38	3	B	
14:47	    7.24	      67	5	S	
14:47	    7.25	     210	8	B	
14:47	    7.25	     131	4	S	
14:47	    7.24	       1	1	S	
14:47	    7.25	     128	3	B	
14:47	    7.25	      20	1	S	
14:47	    7.25	      18	2	S	
14:48	    7.25	      25	2	S	
14:48	    7.25	      25	3	S	
14:48	    7.25	      50	1	S	
14:48	    7.25	       1	1	S	
14:48	    7.25	     296	16	S	
14:48	    7.25	      22	2	S	
14:48	    7.25	     149	6	S	
14:48	    7.25	      52	3	S	
14:48	    7.25	      17	2	S	
14:48	    7.25	      82	6	S	
14:48	    7.25	     140	3	S	
14:48	    7.25	       4	2	S	
14:48	    7.25	     153	5	S	
14:48	    7.26	     237	17	B	
14:48	    7.25	      24	2	S	
14:48	    7.25	      11	2	S	
14:48	    7.26	     168	6	B	
14:48	    7.26	     610	20	B	
14:48	    7.25	      28	3	S	
14:48	    7.26	     241	7	B	
14:49	    7.25	      30	1	S	
14:49	    7.25	      20	1	S	
14:49	    7.26	     508	32	B	
14:49	    7.25	      68	4	S	
14:49	    7.26	     449	23	B	
14:49	    7.26	      30	3	S	
14:49	    7.26	      49	8	S	
14:49	    7.26	      54	4	S	
14:49	    7.26	     100	5	S	
14:49	    7.26	      36	7	S	
14:49	    7.25	     205	4	S	
14:49	    7.26	     145	9	B	
14:49	    7.25	      10	1	S	
14:49	    7.26	       6	1	B	
14:49	    7.25	     334	15	S	
14:49	    7.25	      20	2	S	
14:49	    7.26	     100	3	B	
14:50	    7.26	      11	2	B	
14:50	    7.26	      75	6	B	
14:50	    7.25	      40	2	S	
14:50	    7.26	     286	9	B	
14:50	    7.26	      10	1	B	
14:50	    7.26	     144	12	B	
14:50	    7.26	      13	2	S	
14:50	    7.26	      59	7	S	
14:50	    7.26	      10	1	S	
14:50	    7.26	      24	2	S	
14:50	    7.26	     125	9	S	
14:50	    7.26	     380	3	S	
14:50	    7.26	      30	2	S	
14:50	    7.26	      65	6	S	
14:50	    7.26	     100	6	B	
14:50	    7.26	       5	1	B	
14:50	    7.26	     397	8	B	
14:50	    7.25	     102	8	S	
14:50	    7.26	     153	3	B	
14:51	    7.26	       4	2	B	
14:51	    7.25	     374	17	S	
14:51	    7.26	     210	9	B	
14:51	    7.25	      85	6	S	
14:51	    7.26	      34	2	B	
14:51	    7.25	     229	6	S	
14:51	    7.25	     100	7	S	
14:51	    7.25	      25	2	S	
14:51	    7.26	     651	20	B	
14:51	    7.25	     204	14	S	
14:51	    7.25	       9	1	S	
14:51	    7.25	     355	12	S	
14:51	    7.25	      92	2	S	
14:51	    7.26	     153	10	B	
14:51	    7.26	     208	5	B	
14:51	    7.25	     231	9	S	
14:51	    7.26	      20	2	B	
14:52	    7.25	     102	4	S	
14:52	    7.26	       1	1	B	
14:52	    7.25	      15	2	S	
14:52	    7.25	     202	7	S	
14:52	    7.25	     145	9	S	
14:52	    7.26	      61	5	B	
14:52	    7.25	      37	6	S	
14:52	    7.25	      22	3	S	
14:52	    7.25	     107	6	S	
14:52	    7.25	     143	10	S	
14:52	    7.25	      23	5	S	
14:52	    7.25	     167	13	S	
14:52	    7.25	     226	5	S	
14:52	    7.25	     122	4	S	
14:52	    7.25	     145	10	S	
14:52	    7.25	      53	3	S	
14:52	    7.25	     112	13	B	
14:53	    7.25	      10	1	B	
14:53	    7.24	     274	20	S	
14:53	    7.25	      41	2	B	
14:53	    7.24	      46	2	S	
14:53	    7.25	     217	6	B	
14:53	    7.25	      92	6	B	
14:53	    7.24	      21	3	S	
14:53	    7.24	       6	1	S	
14:53	    7.25	     612	16	B	
14:53	    7.25	      20	2	B	
14:53	    7.25	     279	11	B	
14:53	    7.24	     187	5	S	
14:53	    7.24	     115	8	S	
14:53	    7.25	      18	3	B	
14:53	    7.25	     193	8	B	
14:53	    7.25	      67	4	S	
14:53	    7.25	      19	3	S	
14:53	    7.25	      11	2	S	
14:53	    7.25	      77	8	S	
14:54	    7.25	      10	2	B	
14:54	    7.25	     102	8	B	
14:54	    7.25	      23	3	B	
14:54	    7.24	     216	14	S	
14:54	    7.24	       8	1	S	
14:54	    7.25	     497	24	B	
14:54	    7.24	     128	6	S	
14:54	    7.25	     182	11	B	
14:54	    7.25	      24	4	B	
14:54	    7.24	      15	3	S	
14:54	    7.25	      19	4	B	
14:54	    7.25	      41	1	B	
14:54	    7.24	      23	3	S	
14:54	    7.24	      11	2	S	
14:54	    7.24	      10	1	S	
14:54	    7.24	      18	1	S	
14:54	    7.24	      89	4	S	
14:54	    7.24	      45	2	S	
14:55	    7.24	      76	5	S	
14:55	    7.24	     107	6	S	
14:55	    7.25	     226	10	B	
14:55	    7.24	     121	6	S	
14:55	    7.25	      58	11	B	
14:55	    7.25	      76	8	B	
14:55	    7.24	      10	1	S	
14:55	    7.24	     211	3	S	
14:55	    7.24	     585	5	B	
14:55	    7.24	      10	1	B	
14:55	    7.23	      24	3	S	
14:55	    7.24	     135	1	B	
14:55	    7.24	      20	2	B	
14:55	    7.23	     363	2	S	
14:55	    7.24	      34	4	B	
14:55	    7.23	      73	12	S	
14:55	    7.24	      33	5	B	
14:55	    7.23	       5	1	S	
14:55	    7.23	      48	6	S	
14:55	    7.24	     140	5	B	
14:56	    7.23	    1001	15	S	
14:56	    7.24	      92	6	B	
14:56	    7.23	      46	5	S	
14:56	    7.23	     124	11	S	
14:56	    7.23	      23	2	S	
14:56	    7.24	      45	9	B	
14:56	    7.24	     175	11	B	
14:56	    7.23	      33	7	S	
14:56	    7.24	      67	3	B	
14:56	    7.23	      22	2	S	
14:56	    7.24	     385	9	B	
14:56	    7.24	     159	8	B	
14:56	    7.23	      64	6	S	
14:56	    7.23	      60	3	S	
14:56	    7.23	     435	25	S	
14:56	    7.23	      43	5	S	
14:56	    7.24	      27	7	B	
14:56	    7.25	    2919	100	B	
14:56	    7.25	      27	2	S	
14:56	    7.25	      37	4	S	
14:57	    7.25	      32	3	
15:00	    7.25	    4112	188	
数据来源:通达信
