                  20161021 旷达科技 (002516)
 时间	    价格	    成交	笔数	
11:29	    7.09	       9	1	B	
11:29	    7.09	      10	1	B	
11:29	    7.09	      14	1	B	
11:29	    7.09	      91	7	B	
11:29	    7.08	    1000	18	S	
11:29	    7.08	       1	1	S	
11:29	    7.10	       1	1	B	
11:29	    7.10	      20	1	B	
11:29	    7.09	      14	3	S	
11:29	    7.10	      10	1	B	
11:29	    7.10	       2	1	B	
13:00	    7.10	      30	2	B	
13:00	    7.09	     340	43	S	
13:00	    7.10	     326	17	B	
13:00	    7.10	      22	5	B	
13:00	    7.10	      57	3	B	
13:00	    7.09	      14	2	S	
13:00	    7.09	      66	2	S	
13:00	    7.09	       5	1	S	
13:00	    7.10	      15	1	B	
13:01	    7.10	      16	1	B	
13:01	    7.09	      10	1	S	
13:01	    7.10	      54	2	B	
13:01	    7.09	     115	5	S	
13:01	    7.09	      30	5	S	
13:01	    7.09	      20	2	S	
13:02	    7.09	      20	2	S	
13:02	    7.10	      20	2	B	
13:02	    7.09	       9	2	S	
13:02	    7.10	      50	5	B	
13:02	    7.10	       8	1	B	
13:02	    7.09	      10	2	S	
13:02	    7.10	      59	6	B	
13:02	    7.09	      20	3	S	
13:02	    7.10	       5	2	B	
13:02	    7.10	      24	2	B	
13:02	    7.09	     102	7	S	
13:02	    7.10	       2	2	B	
13:03	    7.10	      20	1	B	
13:03	    7.10	      20	1	B	
13:03	    7.09	       8	1	S	
13:03	    7.09	      10	1	S	
13:03	    7.10	     104	5	B	
13:03	    7.09	      43	6	S	
13:03	    7.09	      20	3	S	
13:03	    7.09	     111	8	S	
13:03	    7.10	     259	15	B	
13:03	    7.10	       9	1	S	
13:04	    7.10	     200	1	S	
13:04	    7.10	      56	2	S	
13:04	    7.11	      28	4	B	
13:04	    7.11	       3	1	B	
13:04	    7.11	      11	2	B	
13:04	    7.11	       9	1	B	
13:04	    7.11	      20	1	B	
13:04	    7.10	      24	1	S	
13:04	    7.11	      95	4	B	
13:04	    7.10	      20	1	S	
13:05	    7.10	      10	1	S	
13:05	    7.11	      35	5	B	
13:05	    7.11	      20	3	B	
13:05	    7.10	      23	4	S	
13:05	    7.10	       1	1	S	
13:05	    7.11	       2	1	B	
13:05	    7.11	       8	1	B	
13:05	    7.11	       5	1	B	
13:05	    7.10	      10	1	S	
13:06	    7.10	      24	1	S	
13:06	    7.10	       7	2	S	
13:06	    7.11	     120	4	B	
13:06	    7.11	       4	2	B	
13:06	    7.11	       3	1	B	
13:07	    7.11	      20	2	B	
13:07	    7.11	       2	1	B	
13:07	    7.11	      20	3	B	
13:07	    7.11	      44	7	B	
13:07	    7.11	      30	2	B	
13:07	    7.11	      23	4	B	
13:07	    7.11	      30	1	B	
13:07	    7.11	      72	5	B	
13:07	    7.11	      25	2	S	
13:07	    7.10	     100	6	S	
13:08	    7.11	       3	1	S	
13:08	    7.11	       1	1	B	
13:08	    7.11	      12	1	B	
13:08	    7.11	       5	1	B	
13:08	    7.11	      10	1	B	
13:08	    7.11	      10	1	B	
13:08	    7.11	      10	2	B	
13:08	    7.11	      10	2	B	
13:08	    7.11	      13	2	B	
13:08	    7.11	      41	3	S	
13:08	    7.11	       1	1	B	
13:09	    7.10	     100	5	S	
13:09	    7.11	      10	2	B	
13:09	    7.11	      34	2	B	
13:09	    7.11	       1	1	B	
13:09	    7.11	      20	2	B	
13:09	    7.10	      10	2	S	
13:09	    7.11	      18	3	B	
13:09	    7.10	      20	2	S	
13:09	    7.11	      20	1	B	
13:09	    7.11	       1	1	B	
13:10	    7.10	       3	1	S	
13:10	    7.10	      61	5	S	
13:10	    7.10	      16	1	S	
13:10	    7.11	       8	3	B	
13:10	    7.10	      50	6	S	
13:10	    7.10	       5	2	S	
13:10	    7.11	      19	2	B	
13:10	    7.11	     300	4	B	
13:10	    7.11	      23	1	B	
13:10	    7.10	      11	2	S	
13:11	    7.11	       7	1	B	
13:11	    7.11	      70	2	B	
13:11	    7.11	       7	1	B	
13:11	    7.11	      60	2	B	
13:11	    7.11	       5	2	B	
13:11	    7.10	      84	6	S	
13:12	    7.11	       7	2	S	
13:12	    7.11	      10	1	S	
13:12	    7.12	      40	4	B	
13:12	    7.12	      11	3	B	
13:12	    7.12	       5	1	B	
13:12	    7.12	      50	3	B	
13:12	    7.12	      20	1	B	
13:13	    7.12	     330	5	B	
13:13	    7.12	       4	1	B	
13:13	    7.11	      20	3	S	
13:13	    7.12	      32	3	B	
13:13	    7.12	      65	7	B	
13:13	    7.12	      14	1	B	
13:13	    7.12	      27	1	B	
13:14	    7.11	      34	2	S	
13:14	    7.12	       7	1	B	
13:14	    7.11	      32	3	S	
13:14	    7.11	      10	1	S	
13:14	    7.11	      20	2	S	
13:14	    7.12	       1	1	B	
13:14	    7.12	      21	1	B	
13:14	    7.12	      16	3	B	
13:14	    7.12	      12	2	B	
13:14	    7.11	      39	1	S	
13:15	    7.11	       4	1	S	
13:15	    7.11	     410	11	S	
13:15	    7.11	      20	2	B	
13:15	    7.11	      12	4	B	
13:15	    7.11	       7	1	B	
13:15	    7.10	       8	1	S	
13:15	    7.11	      11	1	B	
13:15	    7.11	       5	2	B	
13:16	    7.11	     101	7	B	
13:16	    7.11	       2	1	B	
13:16	    7.11	      29	2	S	
13:16	    7.11	      13	1	S	
13:16	    7.11	      20	1	B	
13:16	    7.11	       3	2	S	
13:16	    7.10	      14	2	S	
13:16	    7.11	      20	2	B	
13:16	    7.12	       5	1	B	
13:16	    7.11	       9	1	S	
13:16	    7.11	       1	1	B	
13:17	    7.11	       2	2	S	
13:17	    7.12	      26	3	B	
13:17	    7.12	      32	3	B	
13:17	    7.11	       7	1	S	
13:17	    7.11	      17	1	B	
13:17	    7.12	      30	2	B	
13:17	    7.11	       1	1	S	
13:17	    7.12	       1	1	B	
13:18	    7.12	       2	1	B	
13:18	    7.12	      71	5	B	
13:18	    7.11	       5	1	S	
13:18	    7.11	      10	1	S	
13:18	    7.11	       1	1	B	
13:18	    7.10	      40	1	S	
13:18	    7.11	       1	1	B	
13:19	    7.10	       3	1	S	
13:19	    7.10	       5	1	S	
13:19	    7.10	      40	2	S	
13:19	    7.10	      20	2	S	
13:19	    7.10	      71	8	S	
13:19	    7.10	      13	4	S	
13:19	    7.10	      28	5	S	
13:19	    7.10	      10	1	S	
13:20	    7.10	      50	4	S	
13:20	    7.10	      15	2	S	
13:20	    7.10	      80	8	S	
13:20	    7.11	      20	1	B	
13:20	    7.10	     107	9	S	
13:20	    7.10	      20	5	S	
13:20	    7.10	      35	3	S	
13:20	    7.11	      41	2	B	
13:20	    7.10	      10	1	S	
13:20	    7.10	       9	1	S	
13:21	    7.10	       9	1	S	
13:21	    7.10	      10	1	S	
13:21	    7.10	      93	3	S	
13:21	    7.10	      82	5	S	
13:21	    7.10	       9	2	S	
13:21	    7.10	     100	7	S	
13:21	    7.10	      58	4	S	
13:21	    7.11	      57	6	B	
13:21	    7.11	      30	3	B	
13:21	    7.10	       2	1	S	
13:21	    7.10	     197	15	S	
13:22	    7.10	      13	1	B	
13:22	    7.10	     150	2	S	
13:22	    7.10	       1	1	S	
13:22	    7.10	      17	2	S	
13:22	    7.10	       1	1	S	
13:22	    7.10	      83	2	S	
13:22	    7.10	     120	2	S	
13:22	    7.10	      41	2	S	
13:22	    7.10	      60	2	S	
13:22	    7.11	       1	1	B	
13:22	    7.10	     213	11	S	
13:22	    7.11	       6	1	B	
13:23	    7.10	      10	2	S	
13:23	    7.10	      24	2	S	
13:23	    7.10	      60	2	S	
13:23	    7.10	       9	1	S	
13:23	    7.11	     202	5	B	
13:23	    7.10	     225	5	S	
13:23	    7.10	      11	1	S	
13:23	    7.10	     110	6	S	
13:23	    7.10	     137	9	S	
13:23	    7.10	      67	3	S	
13:23	    7.10	      60	4	S	
13:24	    7.10	     163	2	S	
13:24	    7.10	      14	2	S	
13:24	    7.10	      60	1	S	
13:24	    7.11	      23	2	B	
13:24	    7.10	      59	1	S	
13:24	    7.10	      51	2	S	
13:24	    7.11	      23	1	B	
13:25	    7.11	      31	2	B	
13:25	    7.11	       3	1	B	
13:25	    7.10	      58	3	S	
13:25	    7.11	      22	1	B	
13:25	    7.10	       4	1	S	
13:25	    7.11	      10	1	B	
13:25	    7.11	      18	1	B	
13:25	    7.11	      40	1	B	
13:25	    7.11	       8	2	B	
13:25	    7.11	      31	2	B	
13:25	    7.11	      20	1	B	
13:26	    7.10	     207	1	S	
13:26	    7.10	      42	1	S	
13:26	    7.11	      40	1	B	
13:26	    7.10	       6	1	S	
13:26	    7.10	       2	1	S	
13:26	    7.10	       3	1	S	
13:26	    7.11	      60	3	B	
13:27	    7.10	     300	16	S	
13:27	    7.10	      51	3	S	
13:27	    7.10	      51	7	S	
13:27	    7.11	      14	1	B	
13:27	    7.11	      20	3	B	
13:27	    7.11	      28	2	B	
13:27	    7.10	      17	1	S	
13:27	    7.11	      10	1	B	
13:27	    7.11	       1	1	B	
13:27	    7.10	       5	2	S	
13:27	    7.10	      20	3	S	
13:27	    7.11	      12	1	B	
13:28	    7.10	     200	10	S	
13:28	    7.10	       1	1	S	
13:28	    7.10	      10	2	S	
13:28	    7.11	       8	1	B	
13:28	    7.11	      20	1	B	
13:28	    7.10	      19	1	S	
13:28	    7.10	      75	2	S	
13:29	    7.11	       2	1	B	
13:29	    7.10	      30	2	S	
13:29	    7.10	       5	1	S	
13:29	    7.10	     190	5	S	
13:29	    7.10	      13	1	S	
13:29	    7.10	       7	1	S	
13:29	    7.10	      10	1	S	
13:29	    7.11	      19	1	B	
13:29	    7.10	       1	1	S	
13:29	    7.10	       9	1	S	
13:29	    7.11	       6	2	B	
13:30	    7.11	     100	1	B	
13:30	    7.10	      24	4	S	
13:30	    7.10	      46	4	S	
13:30	    7.10	     100	1	S	
13:30	    7.10	      14	1	S	
13:31	    7.10	      39	1	S	
13:31	    7.11	       2	1	B	
13:31	    7.10	       1	1	S	
13:31	    7.11	      12	3	B	
13:31	    7.10	      14	4	S	
13:31	    7.11	       4	2	B	
13:31	    7.11	      33	3	B	
13:31	    7.11	     686	16	B	
13:31	    7.11	      11	2	S	
13:32	    7.12	       1	1	B	
13:32	    7.12	      70	2	B	
13:32	    7.12	      20	5	B	
13:32	    7.12	      10	1	B	
13:32	    7.12	       5	1	B	
13:32	    7.12	      22	5	B	
13:32	    7.11	       8	3	S	
13:32	    7.11	      10	1	S	
13:32	    7.12	     110	6	B	
13:32	    7.12	       3	1	B	
13:33	    7.12	      33	2	B	
13:33	    7.12	      16	3	B	
13:33	    7.12	      10	1	B	
13:33	    7.11	       3	1	S	
13:33	    7.11	      20	1	S	
13:33	    7.12	      80	1	B	
13:33	    7.11	       6	1	S	
13:33	    7.12	      52	2	B	
13:34	    7.12	       7	1	B	
13:34	    7.12	       2	1	B	
13:34	    7.12	       1	1	B	
13:34	    7.12	       2	1	B	
13:34	    7.11	     220	2	S	
13:34	    7.12	      10	1	B	
13:34	    7.12	      50	4	B	
13:34	    7.12	       5	1	B	
13:35	    7.12	      31	2	B	
13:35	    7.12	       3	1	B	
13:35	    7.12	      60	3	B	
13:35	    7.12	       6	1	B	
13:35	    7.12	      21	2	B	
13:35	    7.11	      23	2	S	
13:35	    7.11	       7	1	S	
13:36	    7.12	     128	10	B	
13:36	    7.12	       4	2	B	
13:36	    7.11	      76	5	S	
13:36	    7.11	       5	1	S	
13:36	    7.11	      52	4	S	
13:36	    7.11	      10	1	S	
13:36	    7.11	     110	3	S	
13:36	    7.12	     489	17	B	
13:36	    7.11	       1	1	S	
13:36	    7.11	     179	9	S	
13:36	    7.12	      86	2	B	
13:37	    7.11	       9	1	S	
13:37	    7.11	       2	1	S	
13:37	    7.12	    1290	17	B	
13:37	    7.11	      31	2	S	
13:37	    7.11	      20	3	S	
13:37	    7.12	       5	1	B	
13:37	    7.12	      32	3	B	
13:37	    7.12	       1	1	S	
13:37	    7.12	      42	4	S	
13:37	    7.12	       3	1	S	
13:37	    7.12	       6	1	S	
13:37	    7.12	       4	1	B	
13:37	    7.12	       5	2	B	
13:38	    7.12	      37	3	B	
13:38	    7.12	       5	1	S	
13:38	    7.12	       1	1	S	
13:38	    7.12	      14	3	S	
13:38	    7.12	       2	1	S	
13:38	    7.13	       5	1	B	
13:38	    7.13	       2	1	B	
13:38	    7.13	     130	10	B	
13:38	    7.13	       3	1	B	
13:38	    7.13	      16	2	B	
13:39	    7.13	       5	1	B	
13:39	    7.13	      90	4	B	
13:39	    7.13	      24	3	B	
13:39	    7.13	      10	1	S	
13:39	    7.13	      20	2	S	
13:39	    7.14	      50	5	B	
13:39	    7.13	      13	3	S	
13:39	    7.14	      35	2	B	
13:39	    7.13	       1	1	S	
13:39	    7.14	     125	5	B	
13:39	    7.14	       6	1	B	
13:40	    7.14	      22	2	B	
13:40	    7.14	      11	2	B	
13:40	    7.13	      61	1	S	
13:40	    7.14	      14	3	B	
13:40	    7.14	       8	2	B	
13:40	    7.14	       8	1	B	
13:40	    7.14	       5	2	B	
13:40	    7.14	     501	14	B	
13:40	    7.14	     179	6	B	
13:40	    7.14	      10	2	S	
13:40	    7.14	      59	2	S	
13:40	    7.14	      17	3	B	
13:40	    7.14	       4	1	B	
13:40	    7.14	      20	2	S	
13:40	    7.14	      22	3	S	
13:41	    7.14	      42	1	B	
13:41	    7.14	       3	1	B	
13:41	    7.14	       3	1	B	
13:41	    7.14	      20	3	B	
13:41	    7.14	      10	1	B	
13:41	    7.13	     165	9	S	
13:41	    7.13	       4	2	S	
13:41	    7.14	       1	1	B	
13:41	    7.14	       5	1	B	
13:42	    7.14	      10	1	B	
13:42	    7.13	      10	3	S	
13:42	    7.14	      14	2	B	
13:42	    7.13	      40	2	S	
13:42	    7.14	      22	2	B	
13:42	    7.13	     299	10	S	
13:42	    7.13	      10	1	B	
13:43	    7.12	       5	1	S	
13:43	    7.12	      30	5	S	
13:43	    7.13	     972	4	B	
13:43	    7.13	       9	1	S	
13:43	    7.13	       5	1	S	
13:43	    7.14	      20	2	B	
13:43	    7.13	      65	3	S	
13:43	    7.13	       4	1	S	
13:44	    7.14	       8	1	B	
13:44	    7.13	      34	3	S	
13:44	    7.13	       4	1	S	
13:44	    7.14	       7	1	B	
13:44	    7.13	      13	1	S	
13:44	    7.13	      53	1	S	
13:44	    7.13	     100	1	S	
13:44	    7.13	      28	2	S	
13:44	    7.13	      28	3	S	
13:44	    7.12	       4	1	S	
13:44	    7.12	      26	3	S	
13:44	    7.13	      10	1	B	
13:45	    7.13	       1	1	B	
13:45	    7.13	       6	1	B	
13:45	    7.13	     341	8	B	
13:45	    7.13	      33	1	S	
13:45	    7.13	      20	1	S	
13:45	    7.13	     178	2	S	
13:45	    7.13	     201	2	B	
13:45	    7.13	       1	1	B	
13:45	    7.13	       1	1	B	
13:46	    7.12	     110	1	S	
13:46	    7.12	       2	1	S	
13:46	    7.12	      20	2	S	
13:46	    7.13	       5	1	B	
13:47	    7.13	       5	2	B	
13:47	    7.12	      10	1	S	
13:47	    7.12	      19	1	S	
13:47	    7.12	      15	1	S	
13:47	    7.12	       3	1	S	
13:47	    7.12	       5	1	S	
13:47	    7.12	      52	2	S	
13:47	    7.13	      19	1	B	
13:47	    7.12	      10	1	S	
13:47	    7.13	      30	1	B	
13:48	    7.12	      20	1	S	
13:48	    7.12	      30	1	S	
13:48	    7.12	      35	4	S	
13:48	    7.13	      10	1	B	
13:48	    7.12	       2	1	S	
13:49	    7.12	       1	1	S	
13:49	    7.13	     260	1	B	
13:49	    7.13	       1	1	B	
13:49	    7.12	      13	1	S	
13:49	    7.12	      16	1	S	
13:49	    7.12	      12	1	S	
13:49	    7.12	       3	2	S	
13:50	    7.13	      38	1	B	
13:50	    7.12	      50	7	S	
13:50	    7.12	       3	1	S	
13:51	    7.12	      10	3	S	
13:51	    7.13	      20	1	B	
13:51	    7.12	     100	9	S	
13:51	    7.12	       4	1	S	
13:51	    7.13	      15	1	B	
13:52	    7.13	      36	1	B	
13:52	    7.13	      30	1	B	
13:52	    7.13	       1	1	B	
13:52	    7.12	      68	6	S	
13:52	    7.12	      16	2	S	
13:52	    7.12	      15	1	S	
13:52	    7.12	       1	1	S	
13:52	    7.13	      10	1	B	
13:52	    7.12	      10	1	S	
13:52	    7.13	       1	1	B	
13:53	    7.12	      53	2	S	
13:53	    7.12	      27	4	S	
13:53	    7.12	     141	10	S	
13:53	    7.13	       3	1	B	
13:53	    7.12	     186	16	S	
13:53	    7.12	       1	1	S	
13:53	    7.12	     215	11	S	
13:53	    7.12	      12	2	B	
13:54	    7.12	       6	1	B	
13:54	    7.12	      20	1	B	
13:54	    7.12	      14	1	B	
13:54	    7.12	     249	5	B	
13:54	    7.11	     132	4	S	
13:54	    7.11	       7	2	S	
13:54	    7.12	      20	1	B	
13:54	    7.12	       3	1	B	
13:54	    7.12	      15	1	S	
13:54	    7.12	     150	1	S	
13:54	    7.12	      25	3	S	
13:55	    7.12	       7	1	S	
13:55	    7.12	       1	1	S	
13:55	    7.12	     100	2	S	
13:55	    7.13	      64	4	B	
13:55	    7.12	      26	4	S	
13:55	    7.12	     391	24	S	
13:56	    7.12	      19	4	S	
13:56	    7.12	      25	1	S	
13:56	    7.13	      22	3	B	
13:56	    7.13	       6	1	B	
13:56	    7.12	     446	16	S	
13:56	    7.12	      12	1	S	
13:56	    7.13	       3	1	B	
13:56	    7.13	      29	3	B	
13:57	    7.13	      24	2	S	
13:57	    7.13	      12	2	S	
13:57	    7.13	      25	2	S	
13:57	    7.13	      12	1	S	
13:57	    7.13	       4	1	S	
13:57	    7.13	       2	1	S	
13:57	    7.13	      54	4	S	
13:57	    7.13	       6	2	S	
13:57	    7.13	     153	6	S	
13:57	    7.13	      42	4	B	
13:57	    7.13	      10	1	B	
13:58	    7.13	       4	1	B	
13:58	    7.13	      10	1	B	
13:58	    7.13	     641	10	B	
13:58	    7.12	      40	2	S	
13:58	    7.13	      10	1	B	
13:58	    7.13	      32	3	B	
13:58	    7.13	     240	3	B	
13:58	    7.13	      27	2	S	
13:59	    7.14	      18	2	B	
13:59	    7.13	      23	1	S	
13:59	    7.13	       9	2	S	
13:59	    7.13	       7	1	S	
13:59	    7.13	     259	5	S	
13:59	    7.12	      50	4	S	
13:59	    7.13	      11	1	B	
13:59	    7.12	       1	1	S	
13:59	    7.13	      10	1	B	
13:59	    7.13	      10	1	B	
13:59	    7.13	      19	1	B	
13:59	    7.12	       6	2	S	
13:59	    7.12	       1	1	S	
13:59	    7.12	      18	2	S	
13:59	    7.12	       4	1	S	
14:00	    7.13	       1	1	B	
14:00	    7.13	       2	1	B	
14:00	    7.12	     157	11	S	
14:00	    7.13	     172	8	B	
14:00	    7.13	      14	1	S	
14:00	    7.13	      20	3	S	
14:00	    7.14	       1	1	B	
14:00	    7.13	       5	2	S	
14:01	    7.14	     200	14	B	
14:01	    7.14	       2	1	B	
14:01	    7.14	      30	1	B	
14:01	    7.13	       5	1	S	
14:01	    7.14	       6	1	B	
14:01	    7.13	      76	5	S	
14:01	    7.13	       2	1	S	
14:01	    7.14	      10	1	B	
14:01	    7.14	       5	1	B	
14:02	    7.14	      10	1	B	
14:02	    7.14	      20	1	B	
14:02	    7.13	       5	2	S	
14:02	    7.14	      46	2	B	
14:02	    7.14	     489	7	B	
14:02	    7.14	      50	2	B	
14:02	    7.14	       6	1	B	
14:02	    7.14	      20	2	B	
14:02	    7.14	      30	5	B	
14:02	    7.14	       5	1	B	
14:02	    7.14	       4	1	B	
14:02	    7.14	       4	2	B	
14:02	    7.14	       1	1	B	
14:03	    7.14	       6	2	B	
14:03	    7.14	      17	2	B	
14:03	    7.13	      36	3	S	
14:03	    7.13	      48	1	S	
14:03	    7.12	     456	22	S	
14:03	    7.13	      72	1	B	
14:03	    7.12	       2	1	S	
14:03	    7.13	      51	1	B	
14:03	    7.12	      22	4	S	
14:04	    7.12	      10	2	S	
14:04	    7.13	      50	1	B	
14:04	    7.13	      10	1	B	
14:04	    7.13	      14	3	B	
14:04	    7.13	      20	1	B	
14:04	    7.13	      43	1	B	
14:04	    7.13	      62	3	B	
14:04	    7.13	      30	1	B	
14:04	    7.13	      20	1	B	
14:04	    7.13	      25	2	B	
14:04	    7.13	       5	1	B	
14:04	    7.13	      35	1	B	
14:05	    7.12	       7	2	S	
14:05	    7.13	     187	2	B	
14:05	    7.13	       6	1	S	
14:05	    7.13	      12	1	S	
14:05	    7.13	      31	1	S	
14:05	    7.13	      84	2	S	
14:06	    7.14	     178	16	B	
14:06	    7.13	      34	6	S	
14:06	    7.14	      19	2	B	
14:06	    7.13	      12	3	S	
14:06	    7.14	       2	1	B	
14:06	    7.14	       8	4	B	
14:06	    7.14	      33	3	
14:06	    7.14	      20	2	B	
14:07	    7.14	      64	2	S	
14:07	    7.14	      13	2	S	
14:07	    7.14	      30	2	S	
14:07	    7.14	       6	2	S	
14:07	    7.14	       2	1	S	
14:07	    7.13	      31	6	S	
14:07	    7.14	      35	2	B	
14:07	    7.14	      29	2	S	
14:07	    7.15	       9	1	B	
14:07	    7.14	       7	1	S	
14:07	    7.14	      10	1	S	
14:07	    7.14	      12	1	S	
14:08	    7.15	       3	1	B	
14:08	    7.14	      50	5	S	
14:08	    7.14	       8	1	S	
14:08	    7.14	      20	3	B	
14:08	    7.14	       8	2	B	
14:08	    7.14	      47	1	S	
14:08	    7.14	      20	1	B	
14:08	    7.14	       1	1	B	
14:08	    7.13	       2	1	S	
14:08	    7.14	      10	2	B	
14:09	    7.14	      45	3	B	
14:09	    7.14	      64	5	B	
14:09	    7.14	      20	2	S	
14:09	    7.14	      20	2	S	
14:09	    7.14	       5	1	S	
14:09	    7.14	      29	2	S	
14:09	    7.14	      64	3	S	
14:09	    7.13	      47	4	S	
14:09	    7.14	      80	1	B	
14:09	    7.14	      10	1	B	
14:10	    7.13	     100	1	S	
14:10	    7.13	      14	1	S	
14:10	    7.13	       9	1	S	
14:10	    7.13	      20	2	S	
14:10	    7.14	       6	1	B	
14:10	    7.14	     106	5	B	
14:10	    7.13	       1	1	S	
14:10	    7.13	       5	1	S	
14:10	    7.13	       5	1	S	
14:10	    7.13	      10	1	S	
14:10	    7.13	      30	2	S	
14:11	    7.13	      30	2	S	
14:11	    7.13	      21	1	S	
14:11	    7.13	      52	2	S	
14:11	    7.13	      51	2	S	
14:11	    7.14	       9	1	B	
14:11	    7.13	       8	1	S	
14:12	    7.13	      21	2	S	
14:12	    7.13	       2	1	S	
14:12	    7.13	      10	1	S	
14:12	    7.13	     122	4	S	
14:12	    7.13	     100	6	S	
14:12	    7.13	     147	8	S	
14:12	    7.13	      39	2	S	
14:12	    7.13	      17	1	S	
14:12	    7.13	      14	1	S	
14:13	    7.13	      49	3	S	
14:13	    7.13	      13	3	S	
14:13	    7.13	     120	11	S	
14:13	    7.14	     500	4	B	
14:13	    7.13	     176	6	S	
14:13	    7.13	       1	1	S	
14:13	    7.14	      80	2	B	
14:13	    7.14	     206	5	B	
14:14	    7.14	       5	1	B	
14:14	    7.14	       1	1	B	
14:14	    7.14	      51	2	B	
14:14	    7.14	      43	2	B	
14:14	    7.14	      20	2	B	
14:14	    7.14	      60	6	B	
14:14	    7.14	      10	4	B	
14:14	    7.13	       4	1	S	
14:14	    7.14	       5	1	B	
14:15	    7.13	       1	1	S	
14:15	    7.14	     334	17	B	
14:15	    7.14	     221	1	S	
14:15	    7.14	      30	1	S	
14:15	    7.14	      15	1	S	
14:15	    7.13	      13	2	S	
14:15	    7.15	     400	16	B	
14:15	    7.14	       7	1	B	
14:16	    7.13	     100	1	S	
14:16	    7.14	      46	3	B	
14:16	    7.14	       2	1	S	
14:16	    7.15	       3	1	B	
14:16	    7.14	      20	1	S	
14:16	    7.14	      10	1	S	
14:16	    7.15	       1	1	B	
14:16	    7.14	      50	1	S	
14:17	    7.14	     361	7	S	
14:17	    7.13	      50	2	S	
14:17	    7.14	       4	1	B	
14:17	    7.14	      37	3	B	
14:17	    7.14	     113	3	B	
14:17	    7.14	      20	1	S	
14:17	    7.14	     180	4	S	
14:17	    7.14	      44	1	B	
14:18	    7.14	      10	1	B	
14:18	    7.14	       3	1	B	
14:18	    7.14	      10	1	B	
14:18	    7.14	       4	1	B	
14:18	    7.14	     120	4	B	
14:18	    7.14	      45	1	S	
14:18	    7.14	      33	2	S	
14:18	    7.14	       7	1	S	
14:18	    7.14	      20	1	S	
14:18	    7.14	      10	1	S	
14:18	    7.15	       8	1	B	
14:18	    7.14	      50	1	S	
14:18	    7.14	     150	1	S	
14:18	    7.14	      33	2	S	
14:19	    7.14	      11	1	S	
14:19	    7.14	      30	1	S	
14:19	    7.15	      22	1	B	
14:19	    7.15	      30	1	B	
14:19	    7.15	      10	1	B	
14:19	    7.15	      21	3	B	
14:19	    7.14	      15	1	S	
14:19	    7.14	      10	1	S	
14:19	    7.14	     200	5	S	
14:20	    7.15	      10	1	B	
14:20	    7.15	     192	1	B	
14:20	    7.14	      20	1	S	
14:20	    7.14	      10	1	S	
14:20	    7.15	       4	1	B	
14:20	    7.15	     102	2	B	
14:21	    7.15	       6	1	B	
14:21	    7.14	      65	2	S	
14:21	    7.15	      18	2	B	
14:21	    7.15	       6	1	B	
14:21	    7.14	     372	3	S	
14:21	    7.15	       1	1	B	
14:21	    7.14	       2	1	S	
14:21	    7.14	       6	2	S	
14:21	    7.15	     459	14	B	
14:21	    7.14	      10	1	S	
14:22	    7.14	      50	1	S	
14:22	    7.15	     377	25	B	
14:22	    7.15	      20	2	B	
14:22	    7.15	       1	1	B	
14:22	    7.14	     296	18	S	
14:22	    7.15	       5	2	B	
14:22	    7.14	      39	2	S	
14:22	    7.14	      20	1	S	
14:22	    7.15	      13	1	B	
14:22	    7.15	      83	7	B	
14:22	    7.15	      62	2	S	
14:22	    7.15	     102	3	S	
14:22	    7.15	       7	1	B	
14:23	    7.15	      50	1	B	
14:23	    7.14	      11	2	S	
14:23	    7.15	     502	5	B	
14:23	    7.16	      41	1	B	
14:23	    7.15	     137	1	S	
14:23	    7.15	       5	1	S	
14:23	    7.16	      75	2	B	
14:23	    7.15	       8	1	S	
14:23	    7.16	     422	20	B	
14:23	    7.16	     590	22	B	
14:23	    7.16	      30	2	S	
14:23	    7.17	       3	1	B	
14:23	    7.17	       9	2	B	
14:23	    7.17	     102	14	B	
14:24	    7.17	      15	2	B	
14:24	    7.17	     168	13	B	
14:24	    7.17	      10	2	B	
14:24	    7.17	     131	9	B	
14:24	    7.17	      15	2	B	
14:24	    7.17	      10	2	B	
14:24	    7.17	      81	4	B	
14:24	    7.17	       2	1	S	
14:24	    7.18	      11	2	B	
14:24	    7.18	      47	4	B	
14:24	    7.18	      58	11	B	
14:24	    7.18	     155	10	B	
14:24	    7.18	     102	2	B	
14:24	    7.18	      10	1	B	
14:24	    7.17	      60	6	S	
14:24	    7.18	      35	1	B	
14:24	    7.18	     350	8	B	
14:24	    7.17	      10	2	S	
14:25	    7.18	      35	2	B	
14:25	    7.18	      14	1	B	
14:25	    7.18	      42	2	B	
14:25	    7.17	     165	10	S	
14:25	    7.17	     115	11	S	
14:25	    7.17	       8	1	B	
14:25	    7.17	      22	2	B	
14:25	    7.16	       2	1	S	
14:25	    7.17	      50	1	B	
14:25	    7.17	       5	1	B	
14:25	    7.17	     100	5	B	
14:25	    7.17	       1	1	B	
14:25	    7.17	      10	1	B	
14:25	    7.17	      33	3	B	
14:25	    7.16	     294	8	S	
14:25	    7.17	      30	1	B	
14:25	    7.16	      24	4	S	
14:26	    7.15	       2	1	S	
14:26	    7.16	       2	1	B	
14:26	    7.15	      21	4	S	
14:26	    7.15	      82	5	S	
14:26	    7.15	      16	4	S	
14:26	    7.15	       8	2	S	
14:26	    7.15	     100	1	B	
14:26	    7.16	      81	3	B	
14:26	    7.15	      20	1	S	
